statement_id,run,statement,true_verdict,prediction,raw_response,correct
4,10,"""I'm the only (Republican) candidate that has actually reduced the size of government.""",half-true,mostly-false,mostly-false,False
4,11,"""I'm the only (Republican) candidate that has actually reduced the size of government.""",half-true,mostly-false,mostly-false,False
4,12,"""I'm the only (Republican) candidate that has actually reduced the size of government.""",half-true,mostly-false,mostly-false,False
4,13,"""I'm the only (Republican) candidate that has actually reduced the size of government.""",half-true,mostly-false,mostly-false,False
4,14,"""I'm the only (Republican) candidate that has actually reduced the size of government.""",half-true,mostly-false,mostly-false,False
4,15,"""I'm the only (Republican) candidate that has actually reduced the size of government.""",half-true,half-true,half-true,True
5,1,"""There are actually only 30 countries that practice birthright citizenship.""",true,mostly-false,mostly-false,False
5,2,"""There are actually only 30 countries that practice birthright citizenship.""",true,mostly-false,mostly-false,False
5,3,"""There are actually only 30 countries that practice birthright citizenship.""",true,mostly-false,mostly-false,False
5,4,"""There are actually only 30 countries that practice birthright citizenship.""",true,mostly-false,mostly-false,False
5,5,"""There are actually only 30 countries that practice birthright citizenship.""",true,mostly-false,mostly-false,False
5,6,"""There are actually only 30 countries that practice birthright citizenship.""",true,mostly-false,mostly-false,False
5,7,"""There are actually only 30 countries that practice birthright citizenship.""",true,mostly-false,mostly-false,False
5,8,"""There are actually only 30 countries that practice birthright citizenship.""",true,mostly-false,mostly-false,False
5,9,"""There are actually only 30 countries that practice birthright citizenship.""",true,mostly-false,mostly-false,False
5,10,"""There are actually only 30 countries that practice birthright citizenship.""",true,mostly-false,mostly-false,False
5,11,"""There are actually only 30 countries that practice birthright citizenship.""",true,mostly-false,mostly-false,False
5,12,"""There are actually only 30 countries that practice birthright citizenship.""",true,mostly-false,mostly-false,False
5,13,"""There are actually only 30 countries that practice birthright citizenship.""",true,mostly-false,mostly-false,False
5,14,"""There are actually only 30 countries that practice birthright citizenship.""",true,mostly-false,mostly-false,False
5,15,"""There are actually only 30 countries that practice birthright citizenship.""",true,mostly-false,mostly-false,False
6,1,"""My husband and I have never gotten a penny of money from the farm.""",false,mostly-false,mostly-false,False
6,2,"""My husband and I have never gotten a penny of money from the farm.""",false,mostly-false,mostly-false,False
6,3,"""My husband and I have never gotten a penny of money from the farm.""",false,mostly-false,mostly-false,False
6,4,"""My husband and I have never gotten a penny of money from the farm.""",false,mostly-false,mostly-false,False
6,5,"""My husband and I have never gotten a penny of money from the farm.""",false,mostly-false,mostly-false,False
6,6,"""My husband and I have never gotten a penny of money from the farm.""",false,mostly-false,mostly-false,False
6,7,"""My husband and I have never gotten a penny of money from the farm.""",false,mostly-false,mostly-false,False
6,8,"""My husband and I have never gotten a penny of money from the farm.""",false,mostly-false,mostly-false,False
6,9,"""My husband and I have never gotten a penny of money from the farm.""",false,mostly-false,mostly-false,False
6,10,"""My husband and I have never gotten a penny of money from the farm.""",false,mostly-false,mostly-false,False
6,11,"""My husband and I have never gotten a penny of money from the farm.""",false,mostly-false,mostly-false,False
6,12,"""My husband and I have never gotten a penny of money from the farm.""",false,mostly-false,mostly-false,False
6,13,"""My husband and I have never gotten a penny of money from the farm.""",false,mostly-false,mostly-false,False
6,14,"""My husband and I have never gotten a penny of money from the farm.""",false,mostly-false,mostly-false,False
6,15,"""My husband and I have never gotten a penny of money from the farm.""",false,mostly-false,mostly-false,False
7,1,"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",true,mostly-true,mostly-true,False
7,2,"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",true,mostly-true,mostly-true,False
7,3,"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",true,mostly-true,mostly-true,False
7,4,"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",true,mostly-true,mostly-true,False
7,5,"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",true,mostly-true,mostly-true,False
7,6,"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",true,mostly-true,mostly-true,False
7,7,"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",true,mostly-true,mostly-true,False
7,8,"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",true,mostly-true,mostly-true,False
7,9,"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",true,mostly-true,mostly-true,False
7,10,"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",true,mostly-true,mostly-true,False
7,11,"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",true,mostly-true,mostly-true,False
7,12,"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",true,mostly-true,mostly-true,False
7,13,"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",true,mostly-true,mostly-true,False
7,14,"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",true,mostly-true,mostly-true,False
7,15,"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",true,mostly-true,mostly-true,False
8,1,"""The American people say, don't touch Social Security, don't touch Medicare, don't cut defense. That's 84 percent of the federal budget.""",mostly-true,mostly-false,mostly-false,False
8,2,"""The American people say, don't touch Social Security, don't touch Medicare, don't cut defense. That's 84 percent of the federal budget.""",mostly-true,mostly-false,mostly-false,False
8,3,"""The American people say, don't touch Social Security, don't touch Medicare, don't cut defense. That's 84 percent of the federal budget.""",mostly-true,mostly-false,mostly-false,False
8,4,"""The American people say, don't touch Social Security, don't touch Medicare, don't cut defense. That's 84 percent of the federal budget.""",mostly-true,mostly-false,mostly-false,False
8,5,"""The American people say, don't touch Social Security, don't touch Medicare, don't cut defense. That's 84 percent of the federal budget.""",mostly-true,mostly-false,mostly-false,False
8,6,"""The American people say, don't touch Social Security, don't touch Medicare, don't cut defense. That's 84 percent of the federal budget.""",mostly-true,mostly-false,mostly-false,False
8,7,"""The American people say, don't touch Social Security, don't touch Medicare, don't cut defense. That's 84 percent of the federal budget.""",mostly-true,mostly-false,mostly-false,False
8,8,"""The American people say, don't touch Social Security, don't touch Medicare, don't cut defense. That's 84 percent of the federal budget.""",mostly-true,mostly-false,mostly-false,False
8,9,"""The American people say, don't touch Social Security, don't touch Medicare, don't cut defense. That's 84 percent of the federal budget.""",mostly-true,mostly-false,mostly-false,False
8,10,"""The American people say, don't touch Social Security, don't touch Medicare, don't cut defense. That's 84 percent of the federal budget.""",mostly-true,mostly-false,mostly-false,False
8,11,"""The American people say, don't touch Social Security, don't touch Medicare, don't cut defense. That's 84 percent of the federal budget.""",mostly-true,mostly-false,mostly-false,False
8,12,"""The American people say, don't touch Social Security, don't touch Medicare, don't cut defense. That's 84 percent of the federal budget.""",mostly-true,mostly-false,mostly-false,False
8,13,"""The American people say, don't touch Social Security, don't touch Medicare, don't cut defense. That's 84 percent of the federal budget.""",mostly-true,mostly-false,mostly-false,False
8,14,"""The American people say, don't touch Social Security, don't touch Medicare, don't cut defense. That's 84 percent of the federal budget.""",mostly-true,mostly-false,mostly-false,False
8,15,"""The American people say, don't touch Social Security, don't touch Medicare, don't cut defense. That's 84 percent of the federal budget.""",mostly-true,mostly-false,mostly-false,False
9,1,"""Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.""",true,mostly-true,mostly-true,False
9,2,"""Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.""",true,mostly-true,mostly-true,False
9,3,"""Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.""",true,mostly-true,mostly-true,False
9,4,"""Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.""",true,mostly-true,mostly-true,False
9,5,"""Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.""",true,mostly-true,mostly-true,False
9,6,"""Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.""",true,mostly-true,mostly-true,False
9,7,"""Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.""",true,mostly-true,mostly-true,False
9,8,"""Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.""",true,mostly-true,mostly-true,False
9,9,"""Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.""",true,mostly-true,mostly-true,False
9,10,"""Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.""",true,mostly-true,mostly-true,False
9,11,"""Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.""",true,mostly-true,mostly-true,False
9,12,"""Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.""",true,mostly-true,mostly-true,False
9,13,"""Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.""",true,mostly-true,mostly-true,False
9,14,"""Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.""",true,mostly-true,mostly-true,False
9,15,"""Since 1978, CEO compensation rose over 1,000% and only 11.9% for average workers.""",true,mostly-true,mostly-true,False
10,1,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",pants-fire,mostly-true,mostly-true,False
10,2,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",pants-fire,mostly-true,mostly-true,False
10,3,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",pants-fire,mostly-true,mostly-true,False
10,4,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",pants-fire,mostly-true,mostly-true,False
10,5,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",pants-fire,mostly-true,mostly-true,False
10,6,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",pants-fire,mostly-true,mostly-true,False
10,7,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",pants-fire,mostly-true,mostly-true,False
10,8,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",pants-fire,mostly-true,mostly-true,False
10,9,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",pants-fire,mostly-true,mostly-true,False
10,10,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",pants-fire,mostly-true,mostly-true,False
10,11,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",pants-fire,mostly-true,mostly-true,False
10,12,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",pants-fire,mostly-true,mostly-true,False
10,13,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",pants-fire,mostly-true,mostly-true,False
10,14,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",pants-fire,mostly-true,mostly-true,False
10,15,"Says her accomplishments include ""a fiscally responsible budget agreement that controls state spending.""",pants-fire,mostly-true,mostly-true,False
11,1,"Says President Obama’s deal ""allows Iran to produce a nuclear weapon.""",false,mostly-false,mostly-false,False
11,2,"Says President Obama’s deal ""allows Iran to produce a nuclear weapon.""",false,mostly-false,mostly-false,False
11,3,"Says President Obama’s deal ""allows Iran to produce a nuclear weapon.""",false,mostly-false,mostly-false,False
11,4,"Says President Obama’s deal ""allows Iran to produce a nuclear weapon.""",false,mostly-false,mostly-false,False
11,5,"Says President Obama’s deal ""allows Iran to produce a nuclear weapon.""",false,mostly-false,mostly-false,False
11,6,"Says President Obama’s deal ""allows Iran to produce a nuclear weapon.""",false,mostly-false,mostly-false,False
11,7,"Says President Obama’s deal ""allows Iran to produce a nuclear weapon.""",false,mostly-false,mostly-false,False
11,8,"Says President Obama’s deal ""allows Iran to produce a nuclear weapon.""",false,mostly-false,mostly-false,False
11,9,"Says President Obama’s deal ""allows Iran to produce a nuclear weapon.""",false,mostly-false,mostly-false,False
11,10,"Says President Obama’s deal ""allows Iran to produce a nuclear weapon.""",false,mostly-false,mostly-false,False
11,11,"Says President Obama’s deal ""allows Iran to produce a nuclear weapon.""",false,mostly-false,mostly-false,False
11,12,"Says President Obama’s deal ""allows Iran to produce a nuclear weapon.""",false,mostly-false,mostly-false,False
11,13,"Says President Obama’s deal ""allows Iran to produce a nuclear weapon.""",false,mostly-false,mostly-false,False
11,14,"Says President Obama’s deal ""allows Iran to produce a nuclear weapon.""",false,mostly-false,mostly-false,False
11,15,"Says President Obama’s deal ""allows Iran to produce a nuclear weapon.""",false,mostly-false,mostly-false,False
12,1,"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",mostly-true,mostly-false,mostly-false,False
12,2,"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",mostly-true,mostly-false,mostly-false,False
12,3,"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",mostly-true,mostly-false,mostly-false,False
12,4,"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",mostly-true,mostly-false,mostly-false,False
12,5,"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",mostly-true,mostly-false,mostly-false,False
12,6,"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",mostly-true,mostly-false,mostly-false,False
12,7,"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",mostly-true,mostly-false,mostly-false,False
12,8,"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",mostly-true,mostly-false,mostly-false,False
12,9,"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",mostly-true,mostly-false,mostly-false,False
12,10,"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",mostly-true,mostly-false,mostly-false,False
12,11,"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",mostly-true,mostly-false,mostly-false,False
12,12,"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",mostly-true,mostly-false,mostly-false,False
12,13,"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",mostly-true,mostly-false,mostly-false,False
12,14,"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",mostly-true,mostly-false,mostly-false,False
12,15,"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",mostly-true,mostly-false,mostly-false,False
13,1,"""At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",false,pants-fire,pants-fire,False
13,2,"""At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",false,pants-fire,pants-fire,False
13,3,"""At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",false,pants-fire,pants-fire,False
13,4,"""At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",false,pants-fire,pants-fire,False
13,5,"""At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",false,pants-fire,pants-fire,False
13,6,"""At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",false,pants-fire,pants-fire,False
13,7,"""At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",false,pants-fire,pants-fire,False
13,8,"""At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",false,pants-fire,pants-fire,False
13,9,"""At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",false,pants-fire,pants-fire,False
13,10,"""At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",false,pants-fire,pants-fire,False
13,11,"""At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",false,pants-fire,pants-fire,False
13,12,"""At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",false,pants-fire,pants-fire,False
13,13,"""At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",false,pants-fire,pants-fire,False
13,14,"""At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",false,pants-fire,pants-fire,False
13,15,"""At least 450,000 ballots in the key states ... miraculously only have a mark for Joe Biden on them, and no other candidate.""",false,pants-fire,pants-fire,False
14,1,"""More than 70 percent of American adults have committed a crime that could lead to imprisonment.""",mostly-true,mostly-false,mostly-false,False
14,2,"""More than 70 percent of American adults have committed a crime that could lead to imprisonment.""",mostly-true,mostly-false,mostly-false,False
14,3,"""More than 70 percent of American adults have committed a crime that could lead to imprisonment.""",mostly-true,mostly-false,mostly-false,False
14,4,"""More than 70 percent of American adults have committed a crime that could lead to imprisonment.""",mostly-true,mostly-false,mostly-false,False
14,5,"""More than 70 percent of American adults have committed a crime that could lead to imprisonment.""",mostly-true,mostly-false,mostly-false,False
14,6,"""More than 70 percent of American adults have committed a crime that could lead to imprisonment.""",mostly-true,mostly-false,mostly-false,False
14,7,"""More than 70 percent of American adults have committed a crime that could lead to imprisonment.""",mostly-true,mostly-false,mostly-false,False
14,8,"""More than 70 percent of American adults have committed a crime that could lead to imprisonment.""",mostly-true,mostly-false,mostly-false,False
14,9,"""More than 70 percent of American adults have committed a crime that could lead to imprisonment.""",mostly-true,mostly-false,mostly-false,False
14,10,"""More than 70 percent of American adults have committed a crime that could lead to imprisonment.""",mostly-true,mostly-false,mostly-false,False
14,11,"""More than 70 percent of American adults have committed a crime that could lead to imprisonment.""",mostly-true,mostly-false,mostly-false,False
14,12,"""More than 70 percent of American adults have committed a crime that could lead to imprisonment.""",mostly-true,mostly-false,mostly-false,False
14,13,"""More than 70 percent of American adults have committed a crime that could lead to imprisonment.""",mostly-true,mostly-false,mostly-false,False
14,14,"""More than 70 percent of American adults have committed a crime that could lead to imprisonment.""",mostly-true,mostly-false,mostly-false,False
14,15,"""More than 70 percent of American adults have committed a crime that could lead to imprisonment.""",mostly-true,mostly-false,mostly-false,False
15,1,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",pants-fire,mostly-false,mostly-false,False
15,2,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",pants-fire,mostly-false,mostly-false,False
15,3,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",pants-fire,mostly-false,mostly-false,False
15,4,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",pants-fire,mostly-false,mostly-false,False
15,5,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",pants-fire,mostly-false,mostly-false,False
15,6,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",pants-fire,mostly-false,mostly-false,False
15,7,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",pants-fire,mostly-false,mostly-false,False
15,8,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",pants-fire,mostly-false,mostly-false,False
15,9,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",pants-fire,mostly-false,mostly-false,False
15,10,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",pants-fire,mostly-false,mostly-false,False
15,11,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",pants-fire,mostly-false,mostly-false,False
15,12,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",pants-fire,mostly-false,mostly-false,False
15,13,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",pants-fire,mostly-false,mostly-false,False
15,14,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",pants-fire,mostly-false,mostly-false,False
15,15,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",pants-fire,mostly-false,mostly-false,False
16,1,"Tampa Bay is ""leading the state in jobs creation.""",mostly-false,mostly-false,mostly-false,True
16,2,"Tampa Bay is ""leading the state in jobs creation.""",mostly-false,mostly-false,mostly-false,True
