statement,true_verdict,predicted_verdict,prediction_set,set_size,is_covered,trial
"""You don't know if this (the H1N1 vaccine) is gonna cause neurological damage like it did in the 1970s.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"Says Rep. Martha McSally ""has repeatedly tried to limit women’s access to birth control, and she even cosponsored a bill to make contraception more expensive for women.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
Democrats shut down the government because they want “health care for illegal aliens and funding for free abortions.”,false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""Michael Bennet cast the deciding vote"" for the stimulus and the health care bill.",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"An Ohio ballot issue would address the fact that ""we’ve gone from paying about $100 for Epipens to over $600 ... We don’t have a choice but to pay it and the drug companies know it.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"""If you can’t get a test through Test Iowa, there are multiple other sites: your doctor, your clinics, your pharmacies, the stroke detection clinic centers.""",mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"Florida’s proposed amendment for medical marijuana would allow ""people who alleged minor ailments such as muscle spasms, neck pain, back pain and even menstrual cramps (to qualify) for government-sanctioned pot-smoking.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"Says Roy Moore ""has advocated getting the federal government out of health care altogether, which means doing away with Medicaid, which means doing away with Medicare.""",false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
Says Joe Biden is a socialist.,false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"Under a proposed medical marijuana amendment in Florida, ""you don't get refills -- you get it forever.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
Says 50 million people would lose their health insurance if Obamacare is repealed.,mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"A study says Massachusetts has lost 18,000 jobs because residents were required to obtain health insurance under an act signed into law by Mitt Romney.",mostly-false,false,"['mostly-false', 'false']",2,True,1
"A ""hidden"" provision in the health care law taxes sporting goods as medical devices.",pants-fire,false,"['false', 'pants-fire']",2,True,1
"""It will cost $50,000 per enrollee in Obamacare over the next 10 years.""",false,false,"['mostly-false', 'false']",2,True,1
"Says that in 2001, Rick Perry spoke favorably of binational health insurance between Mexico and Texas.",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"The tax penalty that the government imposes if you don't buy health insurance ""is lower than it would have cost to buy insurance.""",true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,1
"“N95 masks block few, if any” COVID-19 particles due to their size.",pants-fire,false,"['false', 'pants-fire']",2,True,1
"""The primary financing mechanism of the Affordable Care Act is a tax on wealthy people.""",half-true,false,"['half-true', 'mostly-false', 'false']",3,True,1
"""Sen. Bob Menendez voted to enact a new tax on the sale of homes of 3.8%.""",pants-fire,false,"['false', 'pants-fire']",2,True,1
"""Cuba has a lung cancer vaccine we in the US had no access to because we sanctioned Cuba.”",half-true,false,"['mostly-false', 'false']",2,False,1
"""It's just been announced that the residents of Florida are going to experience a massive, double-digit premium hike.""",half-true,false,"['half-true', 'mostly-false', 'false']",3,True,1
Medicare officials have treated Humana and AARP inconsistently on how they can communicate with seniors.,false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"""70 percent of Americans believe in improved and expanded Medicare for All.""",half-true,mostly-false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"There ""are not cuts to Medicaid"" in the GOP health care proposals.",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""When Sen. Edwards ran in 2004, he wasn't for universal health care. I'm glad he is now.""",true,false,"['mostly-false', 'false']",2,False,1
"""Nobody dies because they don’t have access to health care.""",pants-fire,false,"['false', 'pants-fire']",2,True,1
"The United States is ""50th in life expectancy"" in the world.",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"The Baucus health care bill would require taxes on medical devices such as X-ray machines, female condoms, HIV tests and surgical needles.",mostly-true,false,"['half-true', 'mostly-false', 'false']",3,False,1
"Says her health care plan would ""ensure Americans with preexisting conditions are protected.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"Says U.S. Senate rival Tammy Baldwin wants a ""completely government-controlled"" health care system that goes ""far beyond 'Obamacare'"" and is ""a Medicare system for all.""",mostly-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"New federal projections estimate that the health care overhaul ""will cost $1.76 trillion over 10 years -- well above the $940 billion Democrats originally claimed.""",false,false,"['mostly-false', 'false']",2,True,1
Says the vaccine to prevent HPV can cause mental retardation.,false,false,"['false', 'pants-fire']",2,True,1
"Florida’s Amendment 4 ""will mandate abortion until the moment of birth.”",false,false,"['mostly-false', 'false']",2,True,1
"A measles outbreak in Gaines County, Texas, was caused by “a public health initiative” to “distribute free measles vaccines.”",false,false,"['false', 'pants-fire']",2,True,1
Suggests root canals are linked to breast cancer.,false,false,['false'],1,True,1
"""Earlier this year, Dan Patrick and Republican leadership snatched millions of dollars in benefits from retired teachers.""",half-true,false,"['true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"""In the last 24 months, 10 rural Texas hospitals have been forced to shut their doors because state leaders"" chose not to expand Medicaid.",mostly-false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"Under Obamacare, Virginia taxpayers would have been ""forced to pay for abortions"" if the General Assembly had not recently intervened.",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"A juice of carrots, cucumbers and garlic will ""restore perfect vision in seven days.”",false,false,"['false', 'pants-fire']",2,True,1
"Rhode Island spends ""52 percent more per capita on human service programs than the national average.""",true,true,"['true', 'mostly-true', 'half-true', 'false']",4,True,1
"Says Tammy Baldwin introduced a bill that would require doctors and other health care workers to ask patients, ""including young children, whether they are gay, lesbian, bisexual, or if they know their gender identity.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"""Why didn't (uninsured Americans) buy insurance? Because of the expense.""",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"Health reform will ""give every American the same opportunity"" to buy health insurance the way members of Congress do.",false,false,"['mostly-false', 'false']",2,True,1
"""President Obama . . . wants to mandate circumcision.""",pants-fire,false,"['false', 'pants-fire']",2,True,1
"""[N]early one in three primary care doctors are forced to limit the number of Medicare patients they see.""",mostly-true,mostly-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"""The group that supported the president’s health care bill the most? Latinos.""",mostly-false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"""The difference between what I support and what you support, Vice President Biden, is that you require them to opt in (to a Medicare public option), and I would not require them to opt in. … They would automatically be enrolled. That’s a big difference. … Are you forgetting what you said two minutes ago?""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"Harry Reid ""voted to use taxpayer dollars to pay for Viagra for convicted child molesters and sex offenders.""",mostly-false,false,"['mostly-false', 'false']",2,True,1
"""States have cumulatively cut over $1.8 billion from their mental health services between 2009 and 2011. This is the largest reduction in state mental health services in half a century.""",mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"""Under Obamacare, when you turn Medicaid over to the states ... the money will be available up front for the expansion for a few years. Then, the money will go away.""",mostly-false,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"Because of the health care law, ""by 2017, we will be funneling over $100 billion annually to private insurance companies.""",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"""Republicans would give seniors a (Medicare) voucher that limits what's covered, costing seniors as much as $6,400 more a year.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"""New Jersey has the second highest rate of institutionalization"" of people with developmental disabilities ""in America. Only Texas puts more of its citizens -- confines more of its citizens -- to institutions than New Jersey. """,mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"Says ""President Obama just granted all of Congress an exception"" to Obamacare.",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"""This year, 97 Missouri counties have only one insurer participating in the Obamacare exchanges. Last year, every Missouri county had at least two insurance options. In addition, most Missourians will see an increase in their premiums, with some facing an increase upward of 40 percent""",half-true,true,"['true', 'false']",2,False,1
"Says ""Dan Bishop doubles down on removing coverage for people with pre-existing conditions. Under his sham ‘association health plans,’ insurance companies don't have to pay for medications for pre-existing conditions.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
“Big drug companies charge as little as $7 for an inhaler overseas and nearly $500 for the exact same one here in the US.”,mostly-true,true,"['true', 'false']",2,False,1
“New $40K AIDS cure is nearly 100% effective and requires two shots yearly.”,false,false,"['false', 'pants-fire']",2,True,1
"""One in four Texans lacks health insurance, the highest proportion in the nation.""",true,true,"['true', 'false']",2,True,1
"California’s single-payer healthcare proposal would ""force seniors off of Medicare.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"The health care reform plan being proposed in Congress would mean ""big tax increases.""",half-true,half-true,"['mostly-true', 'half-true']",2,True,1
C-sections are coded as abortions in hospitals.,false,false,['false'],1,True,1
"""Under the Republican health care repeal proposal North Carolina faces the 2nd highest premium increase in the nation. North Carolina residents will face an average cost increase of over $7,500.""",half-true,true,"['true', 'half-true', 'mostly-false', 'false']",4,True,1
“The CDC can detain anyone with a fever — indefinitely. … Vaccination (is) a way people could get out of detention.”,false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""A shocking 20 veterans are committing suicide each and every day, especially our older veterans.""",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"Says Tammy Baldwin was told by a whistleblower about ""overmedicated veterans,"" she made ""deadly mistakes"" and ""three veterans died"" at the Tomah VA hospital.",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
“Democrats are threatening to shut down the entire government because they want to give hundreds of billions of dollars of health care benefits to illegal aliens.”,false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""By one leading measure, what business owners pay out in wages and salaries is now finally growing faster than what they spend on health insurance"" for the first time in 17 years.",mostly-true,true,"['true', 'mostly-true', 'half-true', 'false']",4,True,1
"""(U.S. Rep. Jack Kingston) voted to fund (Obamacare).""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"""80% of children born in developing countries die of cancer each year.""",mostly-false,false,"['mostly-false', 'false']",2,True,1
"“Vice President, Kamala Harris cast the tie-breaking vote to cut, as you know, Medicare by $273 billion. She cast a vote to cut Medicare.”",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""Unions don’t have to comply with Obamacare.""",pants-fire,false,"['mostly-false', 'false']",2,False,1
"""Americans will get $1.1 B in rebates from health insurance companies this year cuz of a provision I wrote in the ACA.”",mostly-true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"""In WI, over 79% of Title X patients rely on Planned Parenthood for their basic health care.""",mostly-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,1
"""Things went wrong with the Medicare prescription D plan that George Bush rolled out.""",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"Says Donald Trump “is pushing to slash Medicare benefits.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
Says Republican lawmakers delayed COVID-19 testing,mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"UPS left 15,000 employees’ spouses ""without health insurance"" and told them to, ""go on an exchange with no employer subsidy.""",false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"There are ""10 or 20 deaths a year from foodborne illness"" in the United States.",false,false,"['true', 'mostly-false', 'false']",3,True,1
"Florida is ""second in the nation in the uninsured.""",mostly-true,false,"['true', 'mostly-false', 'false']",3,False,1
"""We spend almost twice as much per capita on health care as do the people of any other country.""",false,false,"['mostly-false', 'false']",2,True,1
"""Health insurance is more expensive in Massachusetts than anywhere else in the country.""",mostly-true,false,"['mostly-false', 'false']",2,False,1
"""We’re talking right now about a $12 billion hole in our current, so-called balanced"" state ""budget.""",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"""Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.""",true,true,['true'],1,True,1
"The health care reform law ""reduces the deficit by nearly $1.2 trillion over the next two decades.""",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"""The fact is, in the past year we have had more tax cuts than almost any time in our nation's history.""",half-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"West Virginia ""has the highest overdose death rate in the nation.""",true,true,['true'],1,True,1
"Says Joni Ernst ""supports the lawsuit that's headed to the Supreme Court that will” repeal the Affordable Care Act.",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"""I remember years ago looking at a CBO report that in 1964 predicted that Medicare would cost $9 billion 10 years later. And I think it was already over $100 billion at that point.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""Originally, Democrats promised that if you liked your health care plan, you could keep it. One year later we know that you need a waiver to keep your plan.""",mostly-false,false,"['half-true', 'mostly-false', 'false']",3,True,1
"A Colgate toothpaste is subject to ""recall.""",false,false,"['mostly-false', 'false']",2,True,1
"""There is no precedent for what the Democrats are doing with this deception. ... We have never written a reconciliation bill to amend a law that does not exist.""",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"Says Arabic ""is the third most-common language in Austin.""",false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"""A lot of the ideas in terms of the (health insurance) exchange, just being able to pool and improve the purchasing power of individuals in the insurance market, that originated from the Heritage Foundation.""",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"""The (health care) law does not demand that all of these cancellations go out.""",mostly-false,false,"['half-true', 'mostly-false', 'false']",3,True,1
"Betty Sutton ""gutted Medicare by $500 billion"" with her vote for the president's health care bill.",mostly-false,false,"['mostly-false', 'false']",2,True,1
"“When I worked on the Affordable Care Act, I wrote the amendment that allows all young people to stay on their parents’ health insurance until they turn 26. Overnight, millions of young Americans got health care.”",mostly-true,true,"['true', 'mostly-true']",2,True,1
"Says as a result of the national health care reform, ""the Congressional Budget Office says we save $250 million over the first 10 years. Over the next 10 years, we save $1.2 trillion in savings in terms of health care.""",mostly-false,false,"['half-true', 'mostly-false', 'false']",3,True,1
"""95% of over-the-counter pharmaceuticals"" in the U.S. come from China.",false,false,"['mostly-false', 'false']",2,True,1
"""Before the Affordable Care Act, (West Virginia’s) uninsured rate for people 64 to 19 was 29 percent. Today, it is 9 percent.""",mostly-true,true,['true'],1,False,1
"""Right now, China controls 80% of all ingredients and raw materials going into our generic prescription drugs.""",mostly-false,false,"['half-true', 'mostly-false', 'false']",3,True,1
"Says she ""brought together business, labor and hospitals to give 94,000 Oregon children health care.""",mostly-true,true,"['true', 'mostly-true']",2,True,1
"Dan Helmer ""believes in abolishing our private insurance system.""",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""Only three in 10 Texas doctors are currently accepting new Medicaid patients.""",mostly-false,false,"['true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"Says Gov. Scott Walker has ""led people to believe that if Wisconsin doesn’t implement a (health-care) exchange, Obamacare doesn’t happen here.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"Unlike marijuana, medical cannabis oil cannot get you high.",true,true,['true'],1,True,1
"""One person, Kathleen Sebelius, was going to determine whether or not"" 10-year-old lung patient Sarah Murnaghan would live or die.",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"Congress gave an unelected board ""the power to deny care to seniors.""",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"""In the 1960s, liberals emptied our psych wards.""",half-true,false,"['false', 'pants-fire']",2,False,1
“Tim Sheehy told us his health care plan: ‘We need to return health care to pure privatization.’ That would eliminate Medicare.”,mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"Sen. Marco Rubio ""helped write the law to raise prescription prices.""",mostly-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,1
“The unvaccinated have escaped every single strain or 'variant’” of SARS-CoV-2.,false,false,"['false', 'pants-fire']",2,True,1
Switzerland banned mammograms.,false,false,['false'],1,True,1
"""The cost-sharing reductions (were) a gift (that) they gave the insurance companies.""",mostly-false,false,"['mostly-false', 'false']",2,True,1
Dr. Mehmet Oz promoted a weight loss supplement that can be added to coffee.,pants-fire,false,"['false', 'pants-fire']",2,True,1
"Says there are ""$500 billion in Medicare cuts required to pay for this flawed [health care law].""",mostly-false,false,"['half-true', 'mostly-false', 'false']",3,True,1
"More people die from ""medical misadventures"" than firearm accidents nationally and in Florida.",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
The Build Back Better Act “includes $34.5 billion in cuts” for charity care funding to hospitals.,half-true,false,"['half-true', 'mostly-false', 'false']",3,True,1
"Says Mandela Barnes ""supports stripping health care away from millions.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"Heroin and prescription opioids are ""the number one cause of accidental or preventable death in Wisconsin.""",false,false,['false'],1,True,1
"""$700 billion was robbed (from Medicare) to pay for Obamacare.""",half-true,false,"['half-true', 'mostly-false', 'false']",3,True,1
California’s Senate Bill 107 means “your child can now be taken from your custody if you do not affirm gender-reassignment surgery.”,false,false,"['false', 'pants-fire']",2,True,1
Postpartum Medicaid coverage expanded from three states to 43 states because of the Biden administration.,true,true,['true'],1,True,1
"""You can't give a child an aspirin in school without permission. You can't do any kind of medication, but we can secretly take the child off and have an abortion.""",true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,1
