statement,true_verdict,predicted_verdict,prediction_set,set_size,is_covered,trial
"A bill to aid state and local governments ""is fully paid-for by closing costly corporate tax loopholes.""",mostly-false,false,"['mostly-false', 'false']",2,True,1
"In Liberia, ""a girl is more likely to be married by 18 than to know how to read.""",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""We are in the bottom 10 in dollars in the classroom and the top 10 in dollars in the bureaucracy and red tape.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"""The Georgia Lottery Corp. has only once in the past 16 years paid out the agreed upon 35 percent of proceeds to the account which funds the HOPE scholarship.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
Says the Texas State Board of Education is considering eliminating references to Christmas and the Constitution in textbooks.,pants-fire,false,"['false', 'pants-fire']",2,True,1
Says Georgia will send more state money per child to state charter schools and that budget cuts are not applied to those charter schools.,mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"Common Core is being ""used by the Obama Administration to turn the Department of Education into what is effectively a national school board.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"""New data shows in-person learning isn't driving spikes in cases.""",true,true,['true'],1,True,1
"Says Marco Rubio ""voted to slash school funding by billions of dollars and would eliminate the Department of Education.""",mostly-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,1
"“Joe Biden wants to eliminate a regulation that requires school districts to report allegations of teacher on student rape, alleged rape, and sexual assault.”",false,false,"['mostly-false', 'false']",2,True,1
"Pending a federal waiver, the 2013 Legislature ""eliminated the overtesting of students in grades 3-8 by decreasing the number of tests from 17 to 8.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"""We are taking Virginia’s investment in public education to the highest level in the commonwealth’s history.""",mostly-false,false,"['mostly-false', 'false']",2,True,1
"""The numbers make it clear that Georgia voters are increasingly taking advantage of early voting opportunities.""",true,true,['true'],1,True,1
"""40% of the folks who have student loans do not have a college diploma, four-year diploma. These are people who are truck drivers and who are nail technicians and nurses’ aides.”",true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"Crist sent his ""top policy staffer to the House Committee to testify in support of the proposal,"" then vetoed the bill.",true,true,['true'],1,True,1
Says Dan Forest wants to use tax dollars “to help rich people send their kids to private school using vouchers.”,half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"Says Mitt Romney has said ""we don't need 'more firemen, more policemen, more teachers.' """,mostly-true,false,"['half-true', 'mostly-false', 'false']",3,False,1
"Wisconsin children are crossing ""condemned bridges in the middle of the winter to get to the school bus.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"Says he met a teacher in Dallas ""who was only in his third year of teaching and already making more than $90,000 a year in salary.""",mostly-false,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
Gov. Abbott “signed a bill last year eliminating the requirements for Texas schools to teach MLK’s ‘I have a dream’ speech.”,half-true,false,"['half-true', 'mostly-false', 'false']",3,True,1
"The FBI targeted a woman and searched her home because she “protested local school board, elections.”",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""When two judges said it was illegal to fire a teacher"" who viewed pornography at school, ""Tony Evers worked with Republicans and Democrats and changed the law.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"""The UK has an unarmed police force and a firearm fatality rate that is 40 times lower per capita than in the U.S.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"""There are some counties in Texas where the first day of hunting, you have to shut down the schools because people are going to go hunting.""",false,false,"['mostly-false', 'false']",2,True,1
"Challenger Tim Tuggey ""is a lobbyist who donated over $41,000 to Democrats who support abortion and same-sex marriage.""",mostly-false,false,"['half-true', 'mostly-false', 'false']",3,True,1
"Says the health care reform bill was paid for, in part, by taking money from students and the student loan system.",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"The University of Wisconsin-Milwaukee has ""2.8 students per faculty"" member, ""tied for second-lowest in its history since 1994.""",pants-fire,false,"['false', 'pants-fire']",2,True,1
"""New Jersey is the only state in the union that spent less on higher education than it did at the beginning of the decade.""",false,false,"['mostly-false', 'false']",2,True,1
"Says Paul Ryan is leading the effort to ""pass a tax bill with divisive conception language by disguising it as a college savings plan"" in ""another attempt to ban abortion and rob women of their reproductive rights.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"""The University of Wisconsin System budget is the biggest it has ever been.""",mostly-true,mostly-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"Says Lincoln Chafee ""settled a union strike by giving the teachers a 19-percent-raise.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"Says ""PTA meetings are now being conducted to help parents tell their kids"" that if a guy with an AR-15 walks into their classroom, ""you are supposed to create as much chaos as you possibly can. They want you to scream and yell and dance around and throw books and just keep moving.""",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"Graduation rates in Buffalo’s school district, which were ""around 48 percent are now up to 64 percent"" since Say Yes Buffalo launched.",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
Says his amendment on a budget bill “would have helped get kids back in school after teachers were vaccinated. Every single Senate Democrat voted against it.”,half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
Minnesota Gov. Tim Walz signed “legislation giving free college … to illegal immigrants.”,mostly-true,false,"['mostly-false', 'false']",2,False,1
"""We (Trump University) have an ‘A’ from the Better Business Bureau.""",false,false,"['false', 'pants-fire']",2,True,1
"Says Biden supports a school choice ban that would impact 74,000 Wisconsin students.",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""Governor Deal has increased education spending every year he’s been in office.""",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"""Austin is the biggest city in America with a Tier One research university (UT-Austin) but without a medical school.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"Joe Biden ""really did wipe away"" student loan debt.",false,false,"['mostly-false', 'false']",2,True,1
"Says Ted Cruz ""has pledged to eliminate"" the U.S. Department of Education, which would end federal aid to college students.",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"If Florida had not taken the stimulus, it ""would have led to the firing of 20,000 teachers.""",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
“Schools that are consistently implementing COVID-19 mitigation strategies remain among the safest places for our students.”,mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"The Arizona State Board of Education’s ""failure to report teachers whose certifications have been revoked or suspended ... resulted in the death of a student.""",mostly-true,false,"['mostly-false', 'false', 'pants-fire']",3,False,1
"Says U.S. Senate candidate Adam Hasner ""cited his efforts to weaken pro-life and school choice legislation as unequivocal proof that he’s a moderate.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"Says Rick Scott called education not a ""core function"" of the state.",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"""The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.""",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
Illinois “received $5.1 billion at an elementary school there that used it for equity and diversity.”,false,false,"['false', 'pants-fire']",2,True,1
"The 2011-13 state budget ""cuts overall funding for public schools by $1.6 billion""",mostly-false,mostly-false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"""You know how many children in the history of the United States have died in a fire (at school)? Zero.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"Says ""tenure still exists but it's been overhauled"" for teachers in New Jersey.",true,true,"['true', 'mostly-true']",2,True,1
"""We have 41,000 people right now on the waitlist for financial-based assistance for our tech colleges and universities,"" most of them for tech schools.",mostly-true,mostly-true,"['true', 'mostly-true']",2,True,1
"""West Virginia Department of Education reported over 10,000 children and youth have been identified as homeless for the 2018-2019 school year.""",true,true,['true'],1,True,1
"A poll taken ""a few months ago"" found ""70 percent approval or higher"" for the Act 10 collective bargaining law.",false,false,"['false', 'pants-fire']",2,True,1
“Colorado school forces students to wear hijabs.”,false,false,['false'],1,True,1
"“If you look at the average teacher pay compared to the average pay of your citizens, Virginia ranks last.”",true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"""In 2015, when Terry McAuliffe was governor, the Virginia Department of Education promoted incorporating critical race theory lens in education...They were trying to indoctrinate kids.”",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"Says that when Republicans held Congress and the presidency, they ""doubled the size of the (U.S.) Department of Education.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
Says Ovide Lamontagne wants to eliminate kindergarten.,mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""The academic achievements of our student-athletes are mentioned in the same breath and spirit as Notre Dame and Stanford.""",mostly-false,false,"['half-true', 'mostly-false', 'false']",3,True,1
“Suburbs are by and large integrated.”,half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
West Virginia University has “increased the amount of unfunded institutional aid provided to students and expects this amount to exceed $134 million in 2024.”,half-true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"""I created the school choice program.""",half-true,false,"['half-true', 'mostly-false', 'false']",3,True,1
"“Most of these killers tend to be 18, 19 years old.”",mostly-true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"""On most campuses, you cannot destroy a chalked message unless you were the one that wrote it. You can't dump water on it, you can't even walk over it.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"Thanks to the Act 10 collective bargaining law that took effect four years ago, ACT scores in Wisconsin ""are now second-best in the country for states where more than half the kids take the exam.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
Says there are half as many students in one Georgia technical college than there were two years ago.,mostly-true,mostly-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"""When the union says I want to eliminate tenure, that’s not true.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"""In the history department at the University of Texas, out of 50 registered voters, only one is a Republican.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"Barack Obama issued a decree ""demanding that every public school now allow grown men and boys into the little girls’ bathroom.""",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""Prop 56 cheats schools out of at least $600 million.""",mostly-false,false,"['half-true', 'mostly-false', 'false']",3,True,1
“Mark Robinson skips Board of Education vote on teacher bonuses to hold campaign event.”,mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"Says Larry Taylor gave ""in-state tuition to illegal immigrants.""",pants-fire,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"University of Wisconsin System's reserves are in the ""mid- to low-range"" of comparable university systems.",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
Says Texas school districts are the fifth largest employers in the world.,mostly-false,false,"['mostly-false', 'false']",2,True,1
"Gov. Bob McDonnell launched a ""raid on public education to pay for roads.""",mostly-true,mostly-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"Says the Austin school district ""enjoys the highest per-student funding of all large Texas districts"" even after forwarding tax revenue to the state.",false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"""A college loan is the only loan in the United States that you cannot refinance when interest rates go down.""",mostly-true,false,"['half-true', 'mostly-false', 'false']",3,False,1
"Says it’s a ""statistical reality that most single moms are very poor, under-educated, can't get a job, and if it weren't for government assistance, their kids would be starving to death.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"""One"" Texas school ""district alone -- Austin ISD -- is expected to lose more than $530 million in local property taxes to Robin Hood this year.""",true,true,['true'],1,True,1
The Austin Independent School District’s graduation rate reached an all-time high of 82.5 percent in 2012.,true,true,['true'],1,True,1
Says Democratic candidate for state school superintendent Alisha Thomas Morgan voted to slash funding for the preschool programs for disabled and special needs students.,half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"""We don’t have bars on campus in Texas. It’s against the law... no alcohol allowed.""",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""Latinos in Nevada support Educational Savings Accounts, helping more than 450,000 students access better schools. But Catherine Cortez Masto is against it.""",mostly-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,1
"During his governorship, Virginia made ""the largest investment ever in K-12 education.""",mostly-false,false,"['mostly-false', 'false']",2,True,1
"President Barack Obama, Nancy Pelosi and Harry Reid support Rick Perry’s ""decision to give in-state tuition to illegal immigrants.""",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""The vast majority of Wisconsin students cannot even read, write, or do math at grade level.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""We have almost 68,000 Georgia students who are required by law to attend a chronically failing school.""",mostly-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,1
"""When I became mayor of Los Angeles, we had a 44 percent (high school) graduation rate. I said that was unacceptable. I challenged that notion. I said the mayor needs to be involved with our schools. We need to partner together. As I left, after a number of reforms, we grew our graduation rate from 44 percent to 72.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"""In Romney's first budget (in Massachusetts), he cut $248.7 million from K-12 education.""",half-true,false,"['half-true', 'mostly-false', 'false']",3,True,1
“I can send every qualified person to a four-year college in their state for $150 billion.”,false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
The Associated Press misspelled Mississippi in a headline about the state’s literacy program.,false,false,"['false', 'pants-fire']",2,True,1
"""Georgia still has one of the richest programs in terms of scholarships for students to go to college.""",true,true,['true'],1,True,1
"In annual surveys of Rhode Island communities that receive Drug Free community grants, many report that more than 50 percent of youth surveyed do not think daily marijuana use poses any serious risk of harm.",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
Says Texas ranks among the nation’s top five states for its high school graduation rate.,true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"""Texas ranks 49th in per-pupil funding among the states.""",mostly-true,false,"['mostly-false', 'false', 'pants-fire']",3,False,1
"The delay in school testing ""was not that of a vendor, the problem was not that of the test materials itself, it was the product of a cyber attack.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
U.S. public schools don't teach the Declaration of Independence.,false,false,['false'],1,True,1
Says NC bill would change the grading scale.,false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"""The largest category of people coming into the technical schools in Wisconsin are people with four-year degrees.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"John Boehner said the jobs of ""teachers and nurses and police officers and firefighters"" are ""'government jobs' that weren't worth saving.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"""From 1990 to 2015 under (Democratic) control, W. Va. teacher pay rank plummeted from 30th in the nation to 48th.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"""91 percent of Latinos support the DREAM Act, which allows undocumented youth to attend college,"" but Marco Rubio opposes it.",true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"Says Greg Abbott ""has lost"" in court ""four times in just the past few days.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"Since 1965, California has built ""six (college) campuses but 23 prisons.""",false,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"In his first meeting with University of Wisconsin System officials, Republican Governor elect Scott Walker told them to prepare for cuts.",false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"Says expanding Medicaid in Wisconsin would save the state $530 million, which could pay for 3,287 K-12 teachers, or 7.8 educators per district.",true,true,['true'],1,True,1
"The NCAA will ""get billions"" from the men’s basketball tournament. ""Players get a trophy.""",half-true,false,"['half-true', 'mostly-false', 'false']",3,True,1
"""Some of our state's educational administrators joined the feds in seeking to mandate Arabic classes for Texas children.""",mostly-false,false,"['mostly-false', 'false']",2,True,1
"Says Rick Scott cut education by over a billion dollars, meaning thousands of teachers ""lost their jobs"" and ""class sizes went up.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"""Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon.""",true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"""Bill O'Brien's Tea Party legislature tried to repeal kindergarten and compulsory education, defund Planned Parenthood and eliminate insurance coverage for birth control.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
Annexation would lead to overcrowding at Decatur’s city schools.,false,false,"['mostly-false', 'false']",2,True,1
"""Most of, if not all of, the [DeKalb school construction] projects always came in on or were under budget.""",mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"""More women are graduating from college now than men.""",true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
