statement,avg_set_size,std_set_size,num_trials,coverage_rate,true_verdict
"""About 80 percent of (the manufacturing and agriculture) tax credit goes to claimants who are making $1 million or more.""",2.0,0.0,50,1.0,true
"""According to 2009 estimates, an agreement with Panama could result in almost 1,900 Florida jobs in the first year – and about 15,000 jobs after five years.""",4.0,0.0,45,1.0,mostly-true
"""According to independent analysis, unfair trade deals have resulted in the loss of over 64,000 jobs in Wisconsin ... But Ron Johnson favors those deals.""",5.849056603773585,0.3614195524432011,53,1.0,half-true
"""According to one study, the minimum wage today is worth $2 less than in 1968.""",5.76595744680851,0.4279763279438433,47,1.0,mostly-true
"""African American unemployment is the lowest ever recorded in our country. The Hispanic unemployment rate dropped a full point in the last year and is close to the lowest in recorded history. Dems did nothing for you but get your vote!""",5.0,0.0,50,1.0,mostly-true
"""African-American youth unemployment is 51 percent. Hispanic youth unemployment is 36 percent.""",4.0,0.0,52,1.0,half-true
"""After a decade of decline, this country created over half a million manufacturing jobs in the last two and a half years.""",1.0,0.0,40,1.0,true
"""After four years of a celebrity president … 85% (of recent college grads are) moving back in with their parents.""",3.7241379310344827,0.4508511812769288,58,1.0,false
"""After shedding jobs for more than 10 years, our manufacturers have added about 500,000 jobs over the past three.""",2.2549019607843137,0.7960687722779222,51,1.0,true
"""After the last administration nearly killed the US auto industry, I saved the U.S. auto industry ... We brought you a lot of car plants… (and Japan) “announced five car companies are coming to Michigan.”",2.8703703703703702,0.47766319136870844,54,1.0,false
"""America has lost over 50,000 manufacturing factories on other trade deals.""",4.519230769230769,0.7794010927298064,52,1.0,half-true
"""Americans haven’t had a raise in 15 years.""",2.62,0.9010198303555131,50,0.0,mostly-true
"""Americans work way more than an average of industrialized countries around the world.""",5.313725490196078,0.6161232369723244,51,1.0,mostly-true
"""And over the last six years, Chicago’s economy has grown faster than the economies of New York City, Washington, D.C., or the national average.""",3.097560975609756,0.6246950475544243,41,1.0,mostly-false
"""And, as of today, New Jersey state government has less employees than when Christie Whitman left office in 2001.""",2.0,0.0,49,1.0,true
"""Apple has just announced it plans to invest a total of $350 billion in America, and hire another 20,000 workers.""",2.375,0.4892460547900817,48,0.375,half-true
"""As Bernie Sanders said, Hillary Clinton ‘voted for virtually every trade agreement that has cost the workers of this country millions, millions of jobs.’ """,4.923076923076923,0.26995276239950855,39,1.0,half-true
"""As Jim Doyle’s Commerce secretary, Mary Burke spent $12.5 million dollars to buy a vacant lot for a company that said it had no plans to create jobs in Wisconsin"" and had laid off 800 workers.",5.431372549019608,0.5746269036787022,51,1.0,mostly-true
"""As Ohio treasurer, Josh Mandel loaned your money to Chinese business interests, and Mandel opposed a bill holding Communist China accountable when they cheated and stole American jobs.""",3.130434782608696,0.3405026123034995,46,1.0,mostly-false
"""As Virginia lost over 65,000 jobs, (Tim) Kaine put partisan ambitions first"" by serving as DNC chairman during the last year of his governorship.",4.0,0.0,52,1.0,half-true
"""As a result of Obamacare, we are becoming something of a part-time employment country.""",4.0,0.0,50,1.0,false
"""As we've seen that federal support for states diminish, you've seen the biggest job losses in the public sector -- teachers, police officers, firefighters losing their jobs.""",4.8474576271186445,0.3626321077722929,59,1.0,mostly-true
"""At my first ‘Let’s Get to Work Day’ … we sold out;"" more than 240 dozen doughnuts by 8:30 a.m.",4.478260869565218,0.5050469916434668,46,1.0,mostly-false
"""A Gallup report recently said that nearly 50 percent of small business owners aren't hiring because of what they call ‘regulatory uncertainty.’""",2.0,0.0,51,1.0,half-true
"""Back in the Great Recession, when millions of  jobs across America hung in the balance, Donald Trump said rescuing the auto industry didn’t really matter very much. He said, and I quote again, ‘Let it go.’ """,4.0,0.0,48,1.0,pants-fire
"""Bank of America could create 878,300 jobs with benefits if they spent their 2010 bonuses on job creation.""",3.0,0.0,51,1.0,pants-fire
"""Because of my policies, Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED!""",4.936507936507937,0.24580452980260503,63,1.0,half-true
"""Before I was state treasurer, my Rhode Island business helped create over 1,000 jobs.""",1.0,0.0,49,1.0,true
"""Between the first and second quarters of 2018 — after the tax cuts were enacted — real wages fell by 1.8 percent.""",3.963636363636364,0.18891859540615813,55,1.0,mostly-false
"""Black Americans still earn less than 73 percent of what white men make.""",5.225,0.6975230903263788,40,1.0,half-true
"""Black women make only around 63 cents while Native American women earn 58 cents, and Hispanic women make just 54 cents in comparison to every dollar a man makes.""",5.0,0.0,52,1.0,mostly-true
"""Bryce Reeves chaired a group bankrolled by a New York billionaire who fired hundreds of Virginia workers and sent their jobs to China.""",4.0,0.0,54,1.0,false
"""Businesses large and small have led Texas to be ranked the number one state for business every year that I’ve been governor.""",5.836734693877551,0.37343778907995506,49,1.0,half-true
"""By age 65, the average woman will have lost $431,000 throughout her working career was a result of the pay gap.""",5.0,0.0,51,1.0,mostly-true
"""By revoking the Keystone pipeline permit, Biden is destroying 11,000 jobs.”",4.0,0.0,54,1.0,half-true
"""By the time (Mitt Romney) left office, Massachusetts was 47th in the nation in job creation.""",4.241379310344827,0.43165714251849835,58,1.0,half-true
"""By voting to approve [Question 1], we can . . . save 900 jobs"" at Twin River.",4.0,0.0,48,1.0,mostly-false
"""California has added twice as many jobs as Florida"" over the past year.",5.814814814814815,0.39209519801278114,54,1.0,half-true
"""California is growing a hell of a lot faster than Texas.""",6.0,0.0,50,1.0,mostly-true
"""Check out the record of #jobs created by #TaxCuts 7.8 million new jobs after Bush’s 2003 tax cuts 12 million new jobs after Kennedy's 1964 tax cuts 14.8 MILLION new jobs after Ronald Reagan’s tax cuts in 1981.""",5.911764705882353,0.2879022412812366,34,1.0,mostly-false
"""Chesterfield has eliminated more positions from its general government operations than the Commonwealth has from the entire state government since (fiscal) 2009.""",5.45,0.5016920522135442,60,1.0,true
"""Chicago is experiencing right now the highest employment since 1950.""",2.6538461538461537,0.4803844614152613,52,1.0,false
"""Chicago now has the highest employment in the private sector in the history of the city.""",3.0,0.0,54,1.0,false
"""Chrysler is leaving Mexico and moving back to Michigan.""",2.24,0.4314191105869001,50,0.0,half-true
"""Closing our state’s wage gap would make a $9 billion difference to Missouri women.""",6.0,0.0,52,1.0,mostly-true
"""Companies are moving back, creating job growth the likes of which our country has not seen in a very long time.""",4.2272727272727275,0.4239151057857215,44,1.0,half-true
"""Congressman Kasich wants to use our tax dollars to give secret bonuses to his corporate friends.""",2.0,0.0,49,1.0,pants-fire
"""Creating 25 jobs in Umatilla County has the same impact as 500 jobs in the metro region.""",5.5576923076923075,0.5015060275070906,52,1.0,mostly-true
"""David McCormick fired Pennsylvanians and bragged about shipping their jobs to Asia.""",3.611111111111111,0.4920755681598854,54,1.0,mostly-false
"""Despite the rhetoric from Democrat politicians, more people are employed this year than at any point in the history of Wisconsin.""",4.0,0.0,47,1.0,mostly-true
"""Don't believe those phony numbers when you hear 4.9 and 5 percent unemployment. The number's probably 28, 29, as high as 35. In fact, I even heard recently 42 percent.""",2.4038461538461537,0.4954544511074372,52,1.0,pants-fire
"""Due to the recent downturn in steel production, more than 13,600 Americans have been laid off and the steel industry is facing billions in losses.""",2.0,0.0,50,1.0,true
"""During Obama's first five years as president, black unemployment increased 42 percent. During Reagan's presidency, black unemployment dropped 20 percent.""",2.6875,0.46841743521886686,48,0.6875,pants-fire
"""During Sherrod Brown’s past decade as a D.C. politician, more than one out of every four jobs that has left America, left from Ohio. ... Sherrod Brown will own these horrendous Ohio job numbers next year.""",6.0,0.0,59,1.0,half-true
"""During the Strickland-Cordray era, taxes were raised by $800 million and Ohio lost 400,000 jobs.""",3.9767441860465116,0.15249857033260467,43,1.0,mostly-false
"""Earlier this year, the head of the Congressional Budget Office testified before Congress that implementation of Obamacare would cost 800,000 jobs.""",3.814814814814815,0.3920951980127811,54,1.0,mostly-false
"""Earnings for the bottom 10% are rising faster than earnings for the top 10%.”",4.659574468085107,0.47897516249850774,47,1.0,half-true
"""Economic inequality in Multnomah County has a face -- and a name. It has 90,000 faces and names -- the number of county residents who are still unemployed, or underemployed, in the wake of the 2008 Wall Street crash.""",2.3214285714285716,0.4712514425207864,56,1.0,false
"""Eight million Americans have dropped out of the work force since (Barack) Obama became president. ... The real unemployment rate is 19 percent.""",4.0,0.0,47,1.0,mostly-false
"""Eighty out of 82 counties in Ohio ... have an auto manufacturing facility.""",4.212765957446808,0.4136880894317,47,1.0,mostly-true
"""Eighty percent of the net new jobs created in the state of Texas since 2009 went to the foreign-born.""",3.5555555555555554,0.5039526306789696,36,1.0,half-true
"""Eleven individuals who make over $30 million each got $22 million credit"" from Wisconsin's manufacturing and agriculture tax credit.",6.0,0.0,44,1.0,mostly-true
"""Even with full control of the House, Senate and White House, Republicans have still failed to deliver on their promise of higher wages for working families.""",4.0,0.0,41,1.0,mostly-false
"""Every day in the United States, we are losing 15 factories.""",2.0,0.0,51,1.0,true
"""Every day, a black name resume is 50 percent less likely to get responded to than a white name resume.""",4.813953488372093,0.39374961547907894,43,0.813953488372093,mostly-true
"""Every engine manufacturer in the United States is now in the state of Texas.""",3.0,0.0,50,1.0,false
"""Every month, we get the reports from the Bureau of Labor Statistics that say even more people have given up looking for work.""",6.0,0.0,43,1.0,mostly-false
"""Every single one of the 41 Republican senators who just blocked a raise in the minimum wage will receive a $2,800 cost-of-living adjustment on January 1, 2015.""",3.347826086956522,0.48154341234307685,46,1.0,half-true
"""Every single strawberry that is served to Members of Congress will have passed through the rough hands of an undocumented immigrant.""",3.903225806451613,0.46903030135099444,62,1.0,half-true
"""Every time we raise the minimum wage, the number of jobless people increases.""",2.7948717948717947,0.4090738692453055,39,1.0,false
"""Every time we've increased the minimum wage, we've seen a growth in jobs.""",2.9622641509433962,0.1923802475610973,53,1.0,mostly-false
"""Every year since Gov. Walker and the Republicans have been in control of the Legislature we’ve created fewer jobs, according to the Bureau of Labor Statistics.""",3.0,0.0,52,1.0,false
"""Expanding Medicaid would bring 40,000 jobs to North Carolina.""",4.285714285714286,0.4564354645876386,49,1.0,mostly-true
"""FACT: Unemployment rate has not decreased since @WVGovernor took office.""",4.176470588235294,0.4777397765705165,51,1.0,mostly-false
"""Fewer black and Latino men participate in the labor force, compared to young white men.""",4.867924528301887,0.34181280577895984,53,1.0,mostly-true
"""Fifty percent of kids coming out of school can't get a job.""",4.37037037037037,0.7841903960255623,54,0.8148148148148148,mostly-true
"""Florida has experienced positive job growth for 39 consecutive months.""",4.921568627450981,0.27152438232335313,51,1.0,mostly-false
"""Florida pays our teachers $10,000 a year less than the national average.""",4.148936170212766,0.3598745798587226,47,0.14893617021276595,mostly-true
"""For each $1 billion in infrastructure investment, 42,000 jobs are created.""",4.880952380952381,0.9678334101859893,42,1.0,half-true
"""For every $10,000 invested in business incubators, up to nearly 70 local jobs are generated.""",1.0,0.0,47,1.0,true
"""For every one job created under the Obama administration, 75 people went on food stamps.""",2.019607843137255,0.5095172648078324,51,1.0,false
"""For only the second time since 2000, there are more job openings than Americans who are unemployed.""",5.30188679245283,0.4634695932428229,53,1.0,true
"""For the first time in history, Wisconsin has more government jobs than manufacturing jobs.""",4.0,0.0,51,1.0,mostly-true
"""For the first time since 1990, American manufacturers are creating new jobs.""",4.8478260869565215,0.3631584474730204,46,1.0,false
"""For the last decade, Floridians’ salaries have shrunk substantially"" when adjusted for inflation.",5.283018867924528,0.4547762971026371,53,1.0,mostly-true
"""Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jersey’s best teachers, and the most education funding ever.""",4.788461538461538,0.4574669584784758,52,1.0,mostly-true
"""Foxconn is bringing 13,000 high-tech jobs to Wisconsin.""",4.96,0.19794866372215744,50,1.0,half-true
"""Foxconn tax break could exceed $1 million per job.""",5.0625,0.2446230273950408,48,1.0,half-true
"""From 1972 until 2011, the number of EPA employees increased by 107 percent while the number of total federal personnel decreased by 15 percent.""",1.0,0.0,50,1.0,true
"""From 2000-10, U.S. manufacturing employment shrank by a third after holding steady for 30 years.""",4.0701754385964914,0.2577130964857056,57,1.0,mostly-true
"""Georgia had the worst job losses in state history under GOP watch.""",5.928571428571429,0.25987009741882106,56,1.0,mostly-true
"""Giving the facts:  73,000 jobs created ... since '11.  Do you know how many direct jobs in the auto industry?  1,800.""",5.0,0.0,53,1.0,mostly-true
"""Gov. (Scott) Walker has yet to create a job, he gives away millions to his friends, and he raises taxes on working people.""",4.230769230769231,0.42543562981151706,52,1.0,mostly-false
"""Gov. Scott Walker (is) more than halfway to (his) 250,000 jobs goal.""",2.7872340425531914,0.41368808943170005,47,1.0,pants-fire
"""Guess what, governor? There’s no fried butter in Newark. Just 13 percent unemployment.""",2.0,0.0,47,0.0,true
"""Gwen Graham owns a $14 million stake in her family’s company that’s behind the American Dream Mall. ... While Graham and her family will make millions, Florida will be stuck with poverty wage jobs, endangered wildlife and massive traffic congestion.""",5.0,0.0,48,1.0,half-true
"""Half the kids coming out of college this year … can't find a job, or a job that's consistent with a college degree.""",5.98,0.1414213562373095,50,1.0,true
"""Having a baby is a leading cause of poverty spells in the United States.""",3.925925925925926,0.26435052857271474,54,1.0,false
"""Hillary Clinton surged the trade deficit with China 40% as Secretary of State, costing Americans millions of jobs.""",2.7916666666666665,0.4104140790860576,48,1.0,mostly-false
"""Hispanic unemployment has been ticking down from an all-time high of 13.9 percent because of the policies we’ve implemented.""",3.0,0.0,48,1.0,mostly-false
"""Hitler didn't want unions. Stalin didn't want unions. Mubarak didn't want independent unions. These autocrats in history don't want independent unions.""",2.148936170212766,0.3598745798587226,47,1.0,true
"""However, it took $19.5 million in Oregon Lottery funds for the Port of Newport to eventually land the new NOAA Marine Operations Center-Pacific.""",4.0,0.0,61,1.0,half-true
"""I co-sponsored the Rebuild America Jobs Act"" for transportation and infrastructure.",2.0,0.0,48,1.0,false
"""I delivered a flat tax for my state. I took my state to No. 1 in job creation. With all due respect to what Rick Perry has said about Texas, we did a little bit better.""",6.0,0.0,53,1.0,half-true
"""I led the fight to require the Coast Guard to buy their engines from us, not foreign companies.""",5.228070175438597,0.46358632497276525,57,1.0,mostly-false
"""I've created over 40,000 jobs.""",3.0,0.0,53,0.0,mostly-false
"""If Congress does not pass the renewal of the payroll tax cut before the end of the year, nearly 160 million working families will see their taxes go up by roughly $1,000.""",5.0,0.0,55,1.0,half-true
"""If our recovery were more typical of the postwar era . . . we would have 14 million more jobs today.""",4.0,0.0,43,1.0,mostly-true
"""If we kept (the minimum wage) indexed to inflation, people would be making $20 an hour right now.”",4.0,0.0,51,1.0,false
"""If you have a union job, you're making on average $950 a week. If you have a non-union job, you're making $750 a week.""",5.0,0.0,47,1.0,mostly-true
"""If you look at Latino kids between 17 and 20 who graduated high school, 36 percent of them are unemployed or underemployed. … African-American kids are unemployed or underemployed to the tune of 51 percent.""",6.0,0.0,48,1.0,mostly-true
"""If you look at the benefits and wages of recorded federal employees, they far outstrip the market rates of the private sector.""",2.769230769230769,0.4254356298115171,52,1.0,true
"""If you look at the jobs lost in the private sector as opposed to the job gains in the public sector, it's out of whack. The government's growing and the private economy's shrinking.""",2.2962962962962963,0.4609108958880098,54,1.0,half-true
"""If you put the $47 billion in revenue (raised over 10 years by the Buffett rule) into infrastructure you could create 611,000 infrastructure jobs.""",5.0227272727272725,0.15075567228888181,44,1.0,false
"""If you take into account all the people who are struggling for work, or have just stopped looking, the real unemployment rate is over 15 percent.""",4.0,0.0,43,1.0,true
"""If you take the population growth here in Virginia, we are net zero on job creation since (Bob McDonnell) became governor.""",5.0638297872340425,0.3847221085830166,47,1.0,true
"""If your employer is mandating any pokes, do not quit. Make them fire you. That way you get unemployment benefits.""",2.036363636363636,0.8598801889763127,55,1.0,false
"""Illegal immigrants mow the grass around the (Texas) Capitol.""",3.574074074074074,0.5697351868094063,54,1.0,false
"""In #WI, over 44,000 jobs depend on trade with Mexico and Canada.""",4.5,0.5050762722761054,50,1.0,half-true
"""In 2006, Donald Trump was hoping for a real estate crash.""",4.0,0.0,49,0.0,mostly-true
"""In 2008, tourism brought in $38 billion dollars and supported more than 300,000 jobs in the state of New Jersey.""",1.0,0.0,38,1.0,true
"""In 2011, there were more than 28,000 new Tennessee jobs created and over $4 billion in capital investment. Our Jobs4TN plan is working.""",6.0,0.0,40,1.0,half-true
"""In 2013 we had the largest, the best, private sector job growth we’ve had in this state since the 1990s.""",5.0,0.0,41,1.0,mostly-true
"""In 2017, the CEO of McDonalds got paid $21.8 million. The median pay for a McDonald's worker that year was $7,000. This is a moral outrage. We need a $15 minimum wage so that no one is paid a poverty wage.""",5.2631578947368425,0.4442616583193193,57,1.0,mostly-false
"""In America today, women on average are paid 80 cents on the dollar of what men are paid for the same work.""",3.125,0.3349320635285418,40,1.0,mostly-false
"""In Bakersfield, where there’s a lot of oil drilling going on, there’s more solar jobs now in Bakersfield and around that area than there are oil jobs.""",2.6222222222222222,0.4903101471559001,45,1.0,false
"""In February alone, nearly 1 million jobs held by native-born Americans disappeared.""",2.510204081632653,0.5050762722761053,49,1.0,false
"""In June, jobless ranks were higher in nearly 90 percent of U.S. cities.""",3.4166666666666665,0.5392403377381662,48,1.0,mostly-false
"""In May we generated more jobs than all the rest of the country combined: 28,000 jobs in May for the state, 54,000 for the entire country.""",4.827586206896552,0.9936276092034301,58,1.0,half-true
"""In Rhode Island, 28 percent of adults released from state prisons are re-incarcerated within a year.""",4.6909090909090905,0.4663779770834142,55,1.0,true
"""In Rhode Island, there were thousands of jobs that were created"" by the federal stimulus program",6.0,0.0,47,1.0,mostly-false
"""In Texas, we created over 1 million new jobs while the rest of the nation lost over 2 million.""",3.82,0.38808793449160367,50,1.0,half-true
"""In Trump’s first year as president, job growth slowed to a six-year low.""",5.56140350877193,0.5006261743217588,57,1.0,half-true
"""In Wisconsin, Gov. Scott Walker has created a manufacturing-led jobs recovery. 30,000 new jobs were created this year, with 15,000 created in the struggling manufacturing sector.""",4.783333333333333,0.8455600223594001,60,1.0,half-true
"""In Wisconsin, a woman only earns 80 cents for every $1 a man earns.""",4.6875,0.46841743521886686,48,1.0,mostly-true
"""In fact 7 out of 10 new jobs in America are created by small businesses.""",4.0,0.0,44,0.0,true
"""In the United States, if there was equal participation of women in the labor market, GDP would be up by 5 percent.""",5.1,0.3025316904537667,60,1.0,half-true
"""In the last 22 months, businesses have created more than 3 million jobs. Last year, they created the most jobs since 2005.""",6.0,0.0,51,1.0,mostly-true
"""In the last 29 months, our economy has produced about 4.5 million private-sector jobs.""",3.3636363636363638,0.4866070995624796,44,0.0,mostly-true
"""In the last decade, 73% of new jobs (in Wisconsin) have come from Madison.""",3.0,0.0,61,1.0,false
"""In the last seven years of my tenure, Texas created 1.5 million new jobs. As a matter of fact, without Texas, America would have lost 400,000 jobs.""",2.0,0.0,56,0.0,mostly-true
"""In the last year, Wisconsin ranked third in Midwest job growth.""",2.1666666666666665,0.377195470232912,42,1.0,false
"""In the past year alone, Ohio businesses have created more jobs than almost every other state in the country.""",2.0851063829787235,0.28205667284696945,47,1.0,true
"""In the past year, Floridians, not government, created almost 135,000 new private sector jobs. We netted more than 120,000 total jobs in the first 11 months of 2011; the third most of any state in the nation.""",5.0,0.0,45,1.0,mostly-true
"""In total, we have added nearly 75,000 private sector jobs in New Jersey since we took office in January 2010.""",1.0,0.0,45,1.0,true
"""Increasing the min. wage to $15 an hour would reduce spending on food stamps, public housing and other programs by over $7.6 billion a year.""",3.290909090909091,0.4583677673015525,55,1.0,mostly-false
"""It is estimated that every $100 million spent on construction generates 3,000 new jobs.""",2.641509433962264,0.900733453756982,53,1.0,mostly-false
"""It is legal in Ohio to fire an employee or evict a tenant just for being gay.""",2.0,0.0,45,1.0,true
"""It's been 17 years that we've had unemployment higher than the national average in Oregon.""",2.627906976744186,0.4890834875635332,43,0.0,true
"""Job creation fell by 70 percent in Wisconsin in 2016"" under Scott Walker.",6.0,0.0,61,1.0,mostly-true
"""Job growth and stock growth for the first two years of Trump are down from where they were (during the) last two years of Obama.""",5.4375,0.5013280235873939,48,1.0,half-true
"""Jobs that involve the minimum wage are overwhelmingly jobs for young people starting out in the workforce.""",4.0,0.0,55,1.0,false
"""Jon Corzine, elected governor. Teams up with Barbara Buono. $1.2  billion sales tax increase? Passed. Most spending in state history? Passed. After Buono named budget chair, taxes and fees increase 23 times in just two years. State debt? Up $13.4 billion. Unemployment? Doubled.""",4.8936170212765955,0.3116605283339055,47,1.0,half-true
"""Just about everyone everywhere is spending more hours on the job, less time with their families, bringing home smaller and smaller paychecks, while they're paying more and more at the gas pump and the grocery stores.""",2.5652173913043477,0.5012062743707414,46,1.0,mostly-true
"""Kanye (West) looks and he sees black unemployment at the lowest it’s been in the history of our country. He sees Hispanic unemployment at the lowest it’s been in the history of our country. He sees (women’s unemployment) the lowest it’s been in now almost 19 years.""",4.2407407407407405,0.43154768359305934,54,1.0,mostly-true
"""Last month, 44 of the 50 states saw an increase in the unemployment rate.""",3.2115384615384617,0.41238371915612493,52,1.0,half-true
"""Last month, more Americans stopped looking for a job than found one.""",2.980769230769231,0.1386750490563073,52,0.0,half-true
"""Latina workers make 54 cents for every dollar earned by white, non-Hispanic men.""",3.142857142857143,0.5,49,1.0,true
"""Less than half"" of jobs at the Carrier manufacturing plant in Indiana ""are actually staying.""",4.326923076923077,0.473665466715671,52,1.0,half-true
"""Manufacturing wages today in America on a per-hour basis are actually a bit lower than average wages in the economy as a whole.""",5.527272727272727,0.8575275711914664,55,1.0,mostly-true
"""McDonald’s workers in Denmark have a union. Earn $45,000/year.""",5.0,0.0,45,1.0,mostly-true
"""Michael Dukakis created jobs three times faster"" than Mitt Romney.",4.235294117647059,0.9292628324455392,51,1.0,half-true
"""Mike Dovilla’s big ideas like expanding the Ohio Motion Picture Tax Credit, which helped bring films like ‘The Avengers’ to Cleveland, have helped make our state No. 1 in the Midwest for job creation.""",4.0,0.0,46,1.0,half-true
"""Milwaukee’s hotels and restaurants are already filled during the summer. The RNC convention will simply replace those who normally visit our city.""",4.0,0.0,48,1.0,mostly-false
"""Minnesota has passed and Indiana has passed"" right to work laws making union membership and dues optional",3.06,0.23989793748209526,50,1.0,half-true
"""Minnesota is kicking butt relative to Wisconsin on everything from employment and job creation to school test scores, educated work force and a host of other factors and rankings""",4.0701754385964914,0.31957835629863346,57,1.0,half-true
"""More Americans have lost their jobs under Barack Obama than any president in modern history.""",4.0,0.0,55,1.0,mostly-false
"""More Americans receive food aid than work in (the) private sector.""",3.0,0.0,55,1.0,false
"""More Texans have jobs today than ever before in the history of our state.""",5.0,0.0,52,1.0,mostly-true
"""More Texans have new jobs today than the entire population of Fort Worth.""",2.0,0.0,42,1.0,true
"""More than 125 jobs have been created"" at the Milwaukee Job Corps Center.",3.0,0.0,44,0.0,mostly-true
"""More than 25 million Americans are unemployed. More than 50 million live without health insurance. Perhaps 100 million live in poverty.""",5.9772727272727275,0.15075567228888181,44,1.0,half-true
"""More than 260,000 Americans are employed by the domestic solar industry — three times as many workers as employed by the entire coal mining industry.""",5.0,0.0,43,1.0,mostly-true
"""More than 70,000"" job openings are listed on a state jobs website.",5.9361702127659575,0.24709224814516545,47,1.0,mostly-true
"""More than half of last year's U.S. college graduates are unemployed or underemployed.""",2.760869565217391,0.4312659714888844,46,0.0,half-true
"""More than one in five of veterans aged 20 to 24 can’t find a job to support their family or to ease the transition to civilian life.""",5.0,0.0,49,1.0,mostly-true
"""Most folks’ wages haven’t gone up in over a decade.""",4.869565217391305,0.34050261230349943,46,1.0,mostly-true
"""Most of the jobs that we lost were lost before the economic policies we put in place had any effect.""",1.0,0.0,50,1.0,true
"""Most private sector jobs in the history of Buffalo exist in Buffalo today""",3.9814814814814814,0.13608276348795437,54,0.0,true
"""My campaign alone has created more jobs in the state of Rhode Island than Narragansett Beer.""",3.0,0.0,41,0.0,mostly-true
"""My home state since June of 2009 created 40 percent of the new jobs in America.""",4.654545454545454,0.47989897926858566,55,1.0,mostly-true
"""NAFTA, supported by the Secretary (Clinton), cost us 800,000 jobs nationwide.""",3.8,0.4050957468334666,40,1.0,mostly-false
"""National studies are already showing the negative effects that the health care law is having on businesses and our economy. Businesses across the country are raising their prices … (or) cutting jobs as a result of the added cost.""",4.976744186046512,0.15249857033260467,43,1.0,false
"""Nationally, the unemployment rate for veterans is far greater than the national unemployment rate,"" and Wisconsin is ""one of those rare examples where unemployment is actually lower for veterans than it is for the population as a whole and certainly lower than it is nationally.""",4.0,0.0,47,1.0,half-true
"""Nearly 14,000 Wisconsinites have lost their job since Governor Walker and the Republicans took over in January.""",3.425531914893617,0.6166064508774173,47,1.0,false
