statement,avg_set_size,std_set_size,num_trials,coverage_rate,true_verdict
"""America’s gun-related homicide rate … would be about the same as Belgium’s if you left out California, Illinois, D.C. and New Jersey, places with some of the strictest gun control laws in the U.S.""",6.0,0.0,47,1.0,pants-fire
"""An elderly British politician has been savagely beaten to a bloody pulp by a gang of anti-Trump protestors because he ‘welcomed’ the U.S. president to the United Kingdom.""",4.9375,0.24462302739504085,48,1.0,mostly-false
"""An organized crime syndicate was extorting money from his (Tom Ganley’s) business, threatening his family, but he fought back and won the FBI's highest civilian award""",6.0,0.0,50,1.0,true
"""Animal abuse is often an indicative trait of future acts of violence against humans.""",5.0,0.0,43,1.0,true
"""Antifa"" is to blame for storming the U.S. Capitol.",6.0,0.0,55,1.0,pants-fire
"""As Alaska’s attorney general, (U.S. Senate candidate Dan) Sullivan successfully fought to protect our Second Amendment rights and passed ‘stand your ground.’ """,6.0,0.0,52,1.0,false
"""As a result of National Rifle Association and other private-sector (safety-education) programs, fatal firearms accidents are at the lowest level in 100 years.""",6.0,0.0,46,1.0,half-true
"""As of 2014, illegal aliens made up roughly 3.5 percent of our population, and committed over 10 percent of all murders.""",6.0,0.0,56,1.0,mostly-false
"""At a minimum, 40 percent of those who view child pornography end up molesting children as a result.""",6.0,0.0,60,1.0,mostly-false
"""At his father's bank, Alexi made tens of millions in risky loans to convicted mobsters. Then, the bank collapsed.""",6.0,0.0,42,1.0,half-true
"""At the end of 2016, there were 23 percent fewer federal prosecutions than in 2011, so (prosecutors) looked at this scourge (opioid deaths) and they let it go by.""",6.0,0.0,41,1.0,half-true
"""Attorney General Eric Holder is involved in the dismissal of the criminal charges"" against the New Black Panther Party for voter intimidation",6.0,0.0,61,1.0,false
"""Austin is the safest big city in Texas.""",6.0,0.0,39,1.0,half-true
"""Barack Obama has consistently voted against tougher penalties for criminals.""",6.0,0.0,58,1.0,false
"""Because of (the 1994 crime bill), we had a 25-year low in crime, a 33-year low in the murder rate, and listen to this, because of that and the background check law, a 46-year low in the deaths of people of gun violence.""",5.0,0.0,49,1.0,mostly-false
"""Beginning on Jan. 1, prostitution by minors will be legal in California.""",3.019607843137255,0.14002800840280102,51,1.0,pants-fire
"""Beto O’Rourke wants to confiscate guns because he can’t buy one himself due to his criminal record.""",4.037735849056604,0.1923802475610973,53,1.0,false
"""Biden is adding more IRS agents to investigate your taxes than we have detectives investigating every crime in the country.”",5.0,0.0,52,1.0,false
"""Bill White spent his city billions of dollars into debt (and) saw crime rates soar while he backed gun control.""",6.0,0.0,51,1.0,mostly-false
"""Black Lives Matter, who are attacking law enforcement officers"" -- Barack Obama ""had them to the White House.""",6.0,0.0,50,1.0,mostly-false
"""Black people are eight times more likely to be arrested than white people"" in Madison.",5.0,0.0,55,1.0,half-true
"""Black people kill more black people every six months than the KKK did in 86 years.""",4.94,0.2398979374820953,50,0.94,half-true
"""Breaking! Terrorist attacks Trumps at Mar A Lago.""",5.581818181818182,0.49780663697006666,55,1.0,false
"""Breaking: Santa Fe killer expresses his love for Obama.""",5.732142857142857,0.4468504500113261,56,1.0,pants-fire
"""Brock Turner’s early release will be a regular occurrence if Prop. 57 passes.""",6.0,0.0,49,1.0,mostly-false
"""Broward County Sheriff fired for lying about Parkland.""",6.0,0.0,47,1.0,pants-fire
"""Burka clad woman runs over baby, gets away with crime for one stunning reason ...""",3.108695652173913,0.3146963876899777,46,1.0,false
"""By the time I finish this speech, two Americans will be slain, six women will be raped, 27 of us will be robbed, and 50 more will be beaten.""",6.0,0.0,39,1.0,mostly-true
"""California won’t let law enforcement officers like you and your people transfer prisoners to ICE custody or even to communicate with ICE that you’re about to release them from your custody — people that ICE is looking for.""",6.0,0.0,40,1.0,mostly-false
"""Californians are overwhelmingly against this concept of the illegal sanctuary state.""",6.0,0.0,56,1.0,false
"""Chicago experienced its deadliest weekend of the year...With 7 dead and 52 wounded near a playground.""",5.0,0.0,43,1.0,mostly-false
"""Clinton campaign official arrested by FBI on child rape/trafficking charges""",3.9107142857142856,0.34518957712515624,56,1.0,false
"""Crime has been getting worse since Jerry Brown was elected governor.""",6.0,0.0,46,1.0,mostly-false
"""Crime in Atlanta is down 18 percent since 2009.""",5.0,0.0,44,1.0,true
"""Crime in Germany is way up.""",6.0,0.0,37,1.0,false
"""Crime is down in Arizona.""",6.0,0.0,48,1.0,true
"""Crime is down in Venezuela by 67% because they're taking their gangs and their criminals and depositing them very nicely into the United States.”",3.0,0.0,45,1.0,false
"""Crime is escalating to a level we haven’t seen in decades as a direct result of Democrats’ defund the police movement and Biden-Harris open-border policies.""",5.0,0.0,54,1.0,false
"""Crime is rising.""",6.0,0.0,50,1.0,pants-fire
"""Crime is up under Governor DeSantis. Crime was down when I was your governor.""",5.03921568627451,0.1960392117639214,51,1.0,mostly-false
"""DUI arrests dropped significantly in Tampa once Uber began operating here.""",5.0,0.0,47,1.0,half-true
"""David Cicilline was the state representative who opposed tough mandatory sentences for those convicted of domestic violence  and child abuse.""",5.0,0.0,42,1.0,true
"""Defendants charged with producing, directing or promoting an obscene sexual performance by a child will be arraigned & set free.""",6.0,0.0,53,1.0,mostly-true
"""Deidre DeJear refused to stand for police.""",6.0,0.0,52,1.0,half-true
"""Do this research … watch how much crime picks up if you take away [football].""",5.912280701754386,0.28540083056153326,57,1.0,false
"""Drone technology now allows an individual to be recorded in their homes by drones as small as birds and immediately uploaded to the internet.""",6.0,0.0,48,1.0,true
"""Earlier this year, [John DePetro] was accused of sexually assaulting a female co-worker.""",5.854166666666667,0.3566739576374165,48,0.8541666666666666,pants-fire
"""Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.""",5.0,0.0,38,1.0,true
"""Elijah Cummings’ house was broken into after Trump publicly attacked him on Twitter.""",5.574074074074074,0.49912572061109167,54,1.0,false
"""Eric Schneiderman helped NXIVM sell child sex slaves to the Clintons""",4.622641509433962,0.48936438737248444,53,1.0,pants-fire
"""Even members of the NRA, when they were polled recently, were under the impression that everyone has a criminal background check.""",5.209302325581396,0.41162509149327103,43,1.0,mostly-true
"""Every 28 hours"" an unarmed black person is shot by a cop.",6.0,0.0,49,1.0,false
"""Every day on average 500 people die from gun violence.""",5.0,0.0,40,1.0,false
"""Every day, 34 Americans are murdered with guns.""",4.981132075471698,0.13736056394868895,53,1.0,mostly-true
"""Everywhere that we have more citizens carrying guns, crime is less. There's a study showing that where states have open carry or concealed carry, but particularly open carry, the crime is down 25 percent.""",6.0,0.0,51,1.0,mostly-false
"""FBI Uniform Crime Report for 2016 shows more than four times as many people were stabbed to death than were killed with rifles of any kind.""",5.9375,0.24462302739504085,48,1.0,mostly-true
"""FBI crime statistics have found that labeled ‘sanctuary’ cities experience lower rates of all crime types, including homicides.""",6.0,0.0,48,1.0,half-true
"""Fifty-six percent decline in overall crime. A 73 percent decline in motor-vehicle theft. A 67 percent decline in robbery. A 66 percent decline in murder. This is way beyond what happened in the nation during this period of time.",6.0,0.0,54,1.0,true
"""Firearms homicides are down about 40 percent"" since Texas passed concealed-gun permit law.",6.0,0.0,44,1.0,mostly-true
"""Florida Sheriff: Blacks should learn to act like white people in order to stay alive.""",3.0,0.0,44,1.0,mostly-false
"""Florida is enjoying its lowest crime rate in 39 years.""",6.0,0.0,50,1.0,mostly-true
"""Florida is now the No. 1 state in the country for automobile accident fraud.""",6.0,0.0,45,1.0,mostly-true
"""Florida leads the nation in elected officials charged with crimes.""",6.0,0.0,48,1.0,half-true
"""Florida man on drugs kills imaginary friend and turns himself in.”",4.173076923076923,0.38200471438184463,52,1.0,pants-fire
"""Florida sheriffs unequivocally support"" the ""stand your ground"" law.",5.9655172413793105,0.18405922400991936,58,1.0,mostly-false
"""Florida's new fingerprint identification system is improving our rate of solving cold cases by 300 percent.""",5.56,0.501426536422407,50,1.0,mostly-false
"""Foster children are disproportionately victims of identity theft.""",5.0,0.0,55,1.0,false
"""Four percent of American citizens are black males, but they are 35 percent of murder victims.""",6.0,0.0,56,1.0,mostly-true
"""From the release of a child rapist from the Dominican Republican to that of an Italian drug smuggler, Philadelphians have already been put in direct danger by Mayor Kenney’s policy of blocking local law enforcement from participating with federal immigration authorities.""",5.7555555555555555,0.43461349368017665,45,1.0,mostly-false
"""Gangs have increased by 40 percent since this president was elected.""",6.0,0.0,53,1.0,half-true
"""Greg Abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue.""",4.0,0.0,50,0.0,pants-fire
"""Harvard Study Finds States With Most Gun Laws Have Fewest Gun Deaths.""",5.081632653061225,0.2766416675862441,49,1.0,half-true
"""Hate crimes against American Muslims and mosques have tripled after Paris and San Bernardino.""",5.842105263157895,0.369537021476632,38,1.0,mostly-true
"""Here are the facts: there is no massive wave of migrants pouring into California. Overall immigrant apprehensions on the border last year were as low as they’ve been in nearly 50 years (and 85 percent of the apprehensions occurred outside of California).""",4.961538461538462,0.1941839093451544,52,1.0,true
"""Here are the stats: Per population, we kill each other with guns at a rate 297x more than Japan, 49x more than France, 33x more than Israel.""",5.0,0.0,55,1.0,mostly-true
"""Here in Philadelphia murder has been steady — I mean — just terribly increasing.""",6.0,0.0,39,1.0,false
"""Here's a man who brags about how he made the city safe. It was the Biden crime bill that became the Clinton crime bill that allowed him to do that.""",5.046511627906977,0.2130826323164464,43,1.0,mostly-false
"""Here’s the simple and undeniable fact: The overwhelming majority of violent criminals are Democrats.""",5.0,0.0,55,1.0,mostly-false
"""Hillary Clinton spied on President Trump.""",5.0,0.0,57,1.0,false
"""Hillary in hiding as police discover dead body hidden in Huma Abedin’s dumpster.""",2.0,0.0,56,1.0,false
"""Hollywood is #1 in Broward homicides in 2013. Thanks Chief Fernandez!""",6.0,0.0,49,1.0,half-true
"""Homicides against blacks have tripled"" since Florida’s ""stand your ground"" law has been in existence.",6.0,0.0,46,1.0,false
"""Homicides last year increased by 17 percent in America’s 50 largest cities. That’s the largest increase in 25 years.""",6.0,0.0,44,1.0,half-true
"""How many people have with a concealed carry permit have committed a crime in Virginia? ...The answer is zero.""",6.0,0.0,49,1.0,false
"""Human trafficking is the third-biggest criminal enterprise in the world.""",5.072727272727272,0.2620817977022988,55,1.0,mostly-true
"""Hundreds of illegal immigrants subject to detainers were released in the last week since the new sanctuary policy was adopted by the Travis County Sheriff's Office.""",6.0,0.0,53,1.0,false
"""Hundreds of thousands of (illegal immigrants are) going to state and federal penitentiaries.""",6.0,0.0,43,1.0,mostly-false
"""Husbands rarely beat up their wives. Single women get beaten up more.""",5.0,0.0,47,1.0,half-true
"""I am every year the No.1 pick of all of the law enforcement agencies within Texas.""",6.0,0.0,44,1.0,false
"""I brought down crime more than anyone in this country -- maybe in the history of this country -- while I was mayor of New York City."" -",6.0,0.0,59,1.0,mostly-false
"""I deployed the Texas National Guard"" to the Texas-Mexico border. ""And the policy worked; apprehensions at the border declined 74 percent.""",6.0,0.0,47,1.0,mostly-false
"""I had to lay off 48 people last year,"" which has exacerbated the lack of law enforcement officers in the county that respond quickly to crime calls.",6.0,0.0,57,1.0,mostly-false
"""I have seen crime increase in every major metropolitan area (in California) … Crime is on the rise in every major market.""",5.980769230769231,0.13867504905630726,52,1.0,mostly-false
"""I have watched ICE liberate towns from the grasp of MS-13.""",6.0,0.0,48,1.0,false
"""I'm well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.""",4.928571428571429,0.25987009741882106,56,0.9285714285714286,false
"""I've been here almost every day.""",5.0,0.0,59,1.0,mostly-false
"""If Governor Cooper's proposed bill for repealing HB2 becomes law, it will create a state-sanctioned 'Look But Don't Touch' policy in our bathrooms.""",6.0,0.0,57,1.0,pants-fire
"""If there is a firearm available, it is 17 times more likely to be used either for suicide or for assaulting a friend, relative, an acquaintance than it is to be used in fending off an intruder.""",5.0,0.0,50,1.0,half-true
"""If you are in Las Vegas and you get a knock on your door from NV Power, 2020 Census or CVD-19 testers, do not open your door. They are robbing people at gunpoint.""",3.0,0.0,49,1.0,false
"""If you give guns to gangs, you can get out of jail free, if (California’s Proposition 57) passes. If you do a drive-by shooting, you can get out of jail free, if Proposition 57 passes. If you discharge guns on a school yard, you can get out of jail free.""",5.0,0.0,48,1.0,false
"""If you go strictly by the numbers, crime is down across the board. Last year we had a 10 percent decrease in the most serious crimes.""",5.0,0.0,57,1.0,true
"""If you look at what we’ve done over the last several years, the crime rate has actually gone down in [Providence] and . . . the number of shootings has been going down.""",4.0,0.0,52,1.0,half-true
"""If you're a terrorist you can't fly,"" but ""an assault weapon you can buy.""",6.0,0.0,47,1.0,mostly-true
"""Illegal aliens cost the state of Rhode Island $400 million a year.""",6.0,0.0,48,1.0,pants-fire
"""Illegal immigration and the crime rate are as low as they’ve been in decades.""",5.8076923076923075,0.3979585917202717,52,1.0,mostly-true
"""In 1972, we had a 179,000 human beings in jail in this country. Today, it's 2.3-million, and 70 percent of them are black, African-American.""",5.0,0.0,58,0.0,pants-fire
"""In 1992, the Democratic Party had in their platform provisions that said that illegal aliens were coming in this country, committing felonies, sent back and then they were right back across the border to do the same thing.""",6.0,0.0,55,1.0,mostly-true
"""In 2004, George W. Bush lifted the ban on those (AR-15 type) rifles, and since then, the number of massacres has increased 183%. During the ban, there were 12 incidents. Since he lifted the ban, there were 34 incidents.""",6.0,0.0,54,1.0,half-true
"""In 2008, when Flint had 265 sworn officers on their police force, there were 35 murders and 91 rapes in this city. In 2010, when Flint had only 144 police officers, the murder rate climbed to 65, and rapes … climbed to 229.""",5.0,0.0,56,1.0,half-true
"""In 2010, 48,000 felons and fugitives lied and illegally tried to purchase guns. They [The Obama administration] prosecuted only 44 of them.""",6.0,0.0,53,1.0,mostly-true
"""In 2012, 123 African-Americans were shot dead by police. ... Same year, 326 whites were killed by police.""",6.0,0.0,55,1.0,mostly-false
"""In 2013,"" Dan Patrick voted ""against funding to test the backlog of rape kits, allowing rapists to walk free.""",5.02,0.14142135623730945,50,0.02,pants-fire
"""In 2015, homicides increased by 17 percent in America’s 50 largest cities. That’s the largest increase in 25 years.""",5.217391304347826,0.41702882811414943,46,1.0,mostly-true
"""In 2016, an officer was assaulted in America on an average of every 10 minutes.""",6.0,0.0,50,1.0,mostly-true
"""In 2016, counties hosting a Trump rally saw a 226% spike in hate crimes.""",6.0,0.0,44,1.0,half-true
"""In 2017, illegal aliens murdered 1,800 Americans.""",5.980769230769231,0.13867504905630731,52,1.0,false
"""In 2017, we had more marijuana possession arrests in our country than all other violent crimes combined.""",5.979591836734694,0.14285714285714288,49,1.0,true
"""In 2020, more journalists were killed in Mexico than in any other country in the world.""",6.0,0.0,45,1.0,true
"""In American history since 9/11, we've had 85 major attacks in our country, 73 percent of them have been by white nationalist hate groups.""",5.0625,0.24462302739504083,48,1.0,half-true
"""In Atlanta, since 1994 when the ‘Seven Deadly Sins’ (mandatory minimum sentences) took effect, the violent crime rate has dropped 62 percent.""",5.695652173913044,0.4652151338606117,46,1.0,mostly-true
"""In Catherine Cortez Masto's last term as attorney general, Nevada murder went up 11 percent, robbery went up 28 percent, rape 51 percent. When Cortez Masto left office, Nevada ranked as America's third most dangerous state.""",6.0,0.0,48,1.0,mostly-false
"""In Chicago, they've had thousands of shootings, thousands since Jan. 1. Thousands of shootings.""",5.0,0.0,48,1.0,true
"""In Florida felonies can be things like buying weed, tampering with an odometer or disturbing a lobster trap. So basically spring break.""",5.0,0.0,51,1.0,mostly-true
"""In Houston, Texas, there are more brothels than there are Starbucks.""",6.0,0.0,41,1.0,mostly-true
"""In Mobile, it’s something like, 1,700 families generate 80 percent of the crime. We know who those families are.""",6.0,0.0,48,1.0,half-true
"""In New England, Rhode Island has the second highest number of police officers being assaulted.""",5.08,0.27404751561786966,50,1.0,mostly-false
"""In New Hampshire, 93 percent of Democrats, 79 percent of Republicans, 82 percent of gun owners and 60 percent of NRA households support background checks.""",4.921568627450981,0.271524382323353,51,1.0,mostly-true
"""In New York, your chances of getting murdered are 1 in 25,000. In Honduras, it’s 1 in 14.""",5.948717948717949,0.22345586503095896,39,1.0,half-true
"""In Rhode Island, 28 percent of adults released from state prisons are re-incarcerated within a year.""",5.0,0.0,43,1.0,true
"""In light of the leak of my financial disclosure info which is a felony I will be contacting @FBI and the @TheJusticeDept""",6.0,0.0,46,1.0,false
"""In my first year in office, Aurora homicides went down by 40%.""",6.0,0.0,43,1.0,mostly-false
"""In our nation’s capital, killings have risen by 50 percent.""",6.0,0.0,59,1.0,mostly-false
"""In the 1990s, the Biden Crime Bill added 100,000 cops to America's streets. As a result, murder and violent crime rates went down eight years in a row.""",5.0,0.0,48,1.0,false
"""In the 513 days between Trayvon dying, and today’s verdict, 11,106 African-Americans have been murdered by other African-Americans.""",6.0,0.0,40,1.0,mostly-false
"""In the city of Milwaukee, we’ve still got a mayor and a police chief who are furloughing police officers at a time when we have violence all across the city.""",5.0,0.0,48,1.0,mostly-true
"""In the eight years that I was mayor, (there was a) nearly 50 percent drop in violent crime, gang crime — crime went down because we grew our police department, we focused on constitutional community policing, we did some of the most innovative prevention, intervention, job re-entry programs in the nation.""",4.0,0.0,54,1.0,mostly-true
"""In the last five years, 28,000 people have been killed along the U.S.-Mexico border.""",6.0,0.0,59,1.0,false
"""In the last six years of Cianci’s administration violent crime was down in the United States. It was down in the region. It was down in Rhode Island. But it was up in Providence.""",5.0,0.0,47,1.0,mostly-true
"""In the mid 1990s, in our state, (Florida was) No. 1 in violent crime in America. ... The only concern I had was for the citizens of Florida, who were subjected to a violent crime every three minutes and 45 seconds.""",5.0,0.0,48,1.0,true
"""In the rest of the world, there have been 18 school shootings in the last twenty years. In the U.S., there have been 18 school shootings since January 1.""",6.0,0.0,43,1.0,mostly-false
"""In the states that allow open carry, violent crime was 23 percent lower.""",6.0,0.0,45,1.0,half-true
"""In the year 2013, the Obama administration released 104,000 criminal illegal aliens. They released 196 murderers – people with homicide convictions, who are here illegally.""",6.0,0.0,42,1.0,half-true
"""Inner-city crime is reaching record levels.""",6.0,0.0,57,1.0,pants-fire
"""Investigators: Anthony Bourdain was killed by Clinton operatives.""",2.6785714285714284,0.4712514425207865,56,1.0,pants-fire
"""It costs $10,000 a year to keep a child in school; it costs $30,000 a year to keep someone in prison.""",5.0,0.0,53,1.0,true
"""It costs us about $33,000 a year (on average nationally) to lock somebody up. In California it costs about $75,000 a year.""",4.754385964912281,0.43427697524514264,57,1.0,true
"""It is a greater crime to have an untagged alligator than to host an open house party (for kids).""",6.0,0.0,47,1.0,true
"""It is shocking to me that Police Commissioner Richard Ross and Mayor Jim Kenney allowed this illegal occupation to go on for hours without taking any action to enforce the law…""",5.0,0.0,49,1.0,false
"""It was a 100 percent lie that (Donald Trump’s) election unleashed anti-Semitism. … Hundreds of Jewish community centers had bomb threats called in. To the best of our knowledge to this day, 90 percent of them were called in by an American Jewish kid living in Israel, and the other 10 percent were a black radical who was trying to impress his girlfriend.""",6.0,0.0,49,1.0,half-true
"""It was revealed in court” on Feb. 23, 2022 “that Tory Lanez DNA WAS NOT found on the weapon in the Meg Thee Stallion case.""",5.709090909090909,0.45836776730155243,55,1.0,false
"""It’s against the law in Texas to let any loaded gun get in the hands of a child.""",6.0,0.0,54,1.0,true
"""It’s nothing I do, but the probation office here in the Eastern District of Missouri is the best in the country. They have about a 7.5% recidivism rate, compared to national averages of 70 or 80%""",5.0,0.0,51,1.0,half-true
"""It’s possible that non-citizen voters were responsible for Obama’s 2008 victory in North Carolina.""",5.0,0.0,55,1.0,pants-fire
"""Ivanka Trump charged with major crime.”",3.8958333333333335,0.3087092781885836,48,1.0,false
"""I’m running the second-largest county district attorney’s office … at 1985 staffing levels.""",5.0,0.0,55,1.0,half-true
"""I’ve been involved in prosecuting a terrorist member of ISIS.""",6.0,0.0,50,1.0,false
"""James Comey Memos just out and show clearly that there was NO COLLUSION and NO OBSTRUCTION""",5.686274509803922,0.4686233489032048,51,1.0,pants-fire
"""Janice Hahn hired hard-core gang members with taxpayer money to be 'gang-intervention specialists.' She even helped them get out of jail, so they could rape and kill again.""",6.0,0.0,54,1.0,false
"""Jasper County in Texas raised property taxes by 7 percent in order to pay for one death penalty case.""",6.0,0.0,42,1.0,true
"""Joe Biden brought Republicans and Democrats together to pass the 1994 crime bill, putting 100,000 cops on the streets and starting an eight-year drop in crime across the country.""",5.016949152542373,0.13018891098082383,59,1.0,half-true
"""Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically.""",5.0,0.0,45,1.0,mostly-true
"""John McCain was pardoned for treason""",4.555555555555555,0.502518907629606,45,1.0,pants-fire
"""Just last May, the Department of Justice inspector general found that these (‘sanctuary city’) policies also violate federal law.""",6.0,0.0,47,1.0,mostly-false
"""Just last year, alone, 710 police officers"" were assaulted in New York state.",5.682926829268292,0.47111699132189594,41,1.0,mostly-true
"""Ken Buck's (District Attorney's) office? His spending skyrocketed by 40 percent.""",6.0,0.0,54,1.0,mostly-true
"""Las Vegas shooting witnesses report multiple gunmen dressed as security guards.""",6.0,0.0,56,1.0,pants-fire
"""Last year was one of the deadliest years ever for law enforcement officers.""",5.98,0.14142135623730942,50,1.0,false
"""Last year, (Bill McCollum) spent more than $2.2 million dollars to produce and air campaign-style TV ads where you were featured in almost every frame.""",5.0,0.0,53,1.0,mostly-true
"""Last year, South Carolina spent $21,756 per prison inmate and $11,552 per student.""",5.02,0.14142135623730942,50,1.0,mostly-true
"""Last year, handguns killed 48 people in Japan, 8 in Great Britain, 34 in Switzerland, 52 in Canada, 58 in Israel, 21 in Sweden, 42 in West Germany and 10,728 in the United States.""",6.0,0.0,50,1.0,half-true
"""Last year, there were nine unarmed black people killed (by law enforcement). Nineteen unarmed white people.”",6.0,0.0,46,1.0,mostly-false
"""Last year, we prosecuted a record number of firearms offenses.""",6.0,0.0,53,1.0,mostly-true
"""Last year,"" Obama ""administration officials released into our neighborhoods more than 36,000 criminal immigrants who had nearly 88,000 convictions. The crimes included hundreds of convictions for murder, rape and kidnapping and thousands of drug-related crimes.""",6.0,0.0,51,1.0,half-true
"""Local authorities in 43 states refused to honor more than 16,000 detainer requests from ICE from October 2013 to December 2015. Only in Alaska, Delaware, Hawaii, Maine, Montana, Vermont and Wyoming did local officials honor all requests, and detainers are relatively rare in those states.""",3.6363636363636362,0.48547938750294606,55,1.0,mostly-true
"""Look at what’s happening last night in Sweden. Sweden, who would believe this? Sweden. They took in large numbers. They’re having problems like they never thought possible.""",5.0,0.0,41,1.0,false
"""Many firearms experts determined the Las Vegas shooter’s use of a bump stock actually prevented more casualties and (injuries) due to its inconsistency, inaccuracy, and lack of control.""",5.408163265306122,0.4965869908241478,49,1.0,false
"""Mass shootings went up 200 percent in the decade after the assault weapons ban expired.""",5.055555555555555,0.23121228232266405,54,1.0,mostly-false
"""Maxine Waters Is Getting Criminally Charged!""",6.0,0.0,41,1.0,false
"""Midtown crime is up by 30 percent the last quarter.""",6.0,0.0,49,1.0,mostly-false
"""Milwaukee has the second-highest"" number of children recovered from sex trafficking.",5.0,0.0,47,1.0,false
"""Missouri, in general, has more crime, percentage-wise, than the rest of the country. So, we are seeing overall crime throughout the country is going down but not here in Missouri.""",5.0,0.0,54,1.0,half-true
"""More lives have been lost because of the war with the drug cartels in Juarez alone, just a few blocks from the United States of America, than have been lost in the war in Afghanistan.""",6.0,0.0,65,1.0,false
"""More people are driving under the influence of drugs than are driving under the influence of alcohol. A recent roadside survey showed that 16 percent of the people tested, tested positive for illicit or licit drugs. That's significantly higher than alcohol.""",5.0,0.0,49,1.0,half-true
