statement,avg_set_size,std_set_size,num_trials,coverage_rate,true_verdict
"""Americans will spend more on taxes in 2014 than they will on food, clothing and housing combined.""",6.0,0.0,47,1.0,half-true
"""Americans will spend more on taxes in 2015 than on food, clothing and housing combined.""",6.0,0.0,52,1.0,half-true
"""America’s tax code hasn’t been updated in 30 years.""",6.0,0.0,44,1.0,mostly-false
"""An amendment, pushed by Lyndon Johnson many years ago, threatens religious institutions with a loss of their tax-exempt status if they openly advocate their political views.""",6.0,0.0,42,1.0,true
"""And delivered more tax relief than the other Republicans combined.""",6.0,0.0,43,1.0,mostly-true
"""Anybody who is familiar with the historical data from the IRS knows that raising income tax rates will likely actually reduce federal revenues.""",6.0,0.0,48,1.0,false
"""Apple has just announced it plans to invest a total of $350 billion in America, and hire another 20,000 workers.""",4.9818181818181815,0.1348399724926483,55,1.0,half-true
"""As Governor, Wolf has already proposed more than $8B in tax increases.""",6.0,0.0,54,1.0,half-true
"""As a U.S. senator with salary and perks, ‪#‎Bernie‬ is in the top 1 percent, but still paid only 13 percent in taxes last year.""",6.0,0.0,48,1.0,mostly-false
"""As chairman of the City Colleges, I cut millions in waste and we cut property taxes.""",5.0,0.0,43,1.0,half-true
"""As governor of Arkansas, I cut taxes and fees almost 100 times, saving the taxpayers almost $380-million. I left a surplus of nearly $850-million.""",5.978260869565218,0.14744195615489702,46,1.0,half-true
"""As governor, Kasich delivered the largest tax cut in the nation.""",5.44,0.5014265364224071,50,1.0,mostly-false
"""As governor, Mike Huckabee supported higher income taxes, sales taxes, gas taxes, grocery taxes, tobacco taxes, beer taxes, Internet taxes, nursing home bed taxes.""",6.0,0.0,49,1.0,half-true
"""As mayor, [Allan Fung] raised taxes three times.""",6.0,0.0,57,1.0,mostly-true
"""As mayor, every year I was in office I did reduce taxes.""",5.471698113207547,0.5039754872284372,53,1.0,half-true
"""As soon as Chris Christie was governor, he gave tax cuts to millionaires.""",6.0,0.0,58,1.0,half-true
"""A middle-class family donates $1 to charity, they get 15 cents off their income tax. Bill Gates donates $1 to charity, he takes 35 cents off his income tax.""",6.0,0.0,40,1.0,true
"""Barack Obama and Hillary Clinton have left us with $19 trillion in debt.""",6.0,0.0,52,1.0,mostly-false
"""Barbara Buono by the numbers: As a Trenton politician, she voted to raise taxes 154 times. Under her, property taxes up 70 percent. Backed a 16 percent sales tax increase. Utilities, nursing homes, cell phones, parking lots, lottery wins, gyms – She taxed them all. Architect of Corzine’s budget, she drove New Jersey $2 billion into debt. Barbara Buono by the numbers: taking New Jersey backwards.""",6.0,0.0,59,1.0,mostly-true
"""Because of #TaxReform, 4 million American workers have received raises and bonuses, and 90% of Americans are seeing bigger paychecks this month.""",6.0,0.0,47,1.0,mostly-true
"""Ben Franklin once quipped that only two things in life were certain: death and taxes. I think even he didn't envision that the tax man would visit on the day of your death.""",3.024390243902439,0.15617376188860607,41,0.0,false
"""Between the first and second quarters of 2018 — after the tax cuts were enacted — real wages fell by 1.8 percent.""",5.0,0.0,59,1.0,mostly-false
"""Biden is adding more IRS agents to investigate your taxes than we have detectives investigating every crime in the country.”",5.0,0.0,42,1.0,false
"""Biden's plan is a 14% tax hike on middle class families.""",5.0,0.0,46,1.0,false
"""Big soda has a lot of money. They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that we’re trying to cure.""",3.0,0.0,44,1.0,true
"""Bill Howell has been the consistent force behind every major tax increase in Virginia in the last decade.""",6.0,0.0,45,1.0,mostly-true
"""Bill McCollum said tax cuts don't work.""",6.0,0.0,52,1.0,mostly-false
"""Bill McCollum voted for higher taxes and fees 42 times while he was in Congress.""",6.0,0.0,51,1.0,mostly-false
"""Bill Nelson actually voted in favor of higher taxes 272 times.""",6.0,0.0,31,1.0,false
"""Bill Nelson voted for higher taxes 150 times.""",6.0,0.0,48,1.0,false
"""Bob Menendez actually voted in favor of higher taxes more than 70 times!""",6.0,0.0,46,1.0,mostly-false
"""Both the state and federal governments make more per gallon in gas taxes than the oil companies make themselves for doing all the work.""",6.0,0.0,48,1.0,half-true
"""Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes.""",6.0,0.0,46,1.0,true
"""By the end of this budget I'm in right now, taxes will have been cut $4.7 billion in my state.""",6.0,0.0,47,1.0,true
"""California's Attorney General, Xavier Becerra is putting together plans to raise property tax revenue by eliminating the only thing keeping some people's property tax from sky rocketing, Prop 13.""",6.0,0.0,50,1.0,false
"""Check out the record of #jobs created by #TaxCuts 7.8 million new jobs after Bush’s 2003 tax cuts 12 million new jobs after Kennedy's 1964 tax cuts 14.8 MILLION new jobs after Ronald Reagan’s tax cuts in 1981.""",5.0,0.0,49,1.0,mostly-false
"""Chrysler is leaving Mexico and moving back to Michigan.""",6.0,0.0,44,1.0,half-true
"""Clayton County offers the lowest operating millage rate in Metro Atlanta.""",6.0,0.0,45,1.0,false
"""Close to half of the voters in America, the only tax they pay is the payroll tax.""",5.204081632653061,0.4072055089639778,49,1.0,half-true
"""Colorado raked in $60 million in marijuana taxes and licensing fees in the past year.""",5.0,0.0,56,1.0,true
"""Come February (2018), Americans will see their paychecks grow at the tune of saving $1,000 or more a year.""",6.0,0.0,46,1.0,half-true
"""Congressman (Ron) DeSantis sponsored legislation to increase sales taxes by 23 percent, hurting families, destroying jobs, devastating tourism""",6.0,0.0,53,1.0,mostly-false
"""Congressman Bill Young voted to cut taxes for millionaires and end your Medicare.""",6.0,0.0,48,1.0,mostly-false
"""Contrary to media reports, Georgia’s gas tax change led to no price increase at the pump.""",6.0,0.0,51,1.0,half-true
"""Corporate entities are paying a lot less taxes this year than they have in the past. Part of that is from a loophole in a bill that was passed in 2015.""",5.051724137931035,0.22340379562211304,58,1.0,mostly-true
"""Corporate taxes will soon be the highest in the industrialized world.""",6.0,0.0,45,1.0,mostly-true
"""Crime has been getting worse since Jerry Brown was elected governor.""",6.0,0.0,54,1.0,mostly-false
"""Currently we have some 40-45% of Americans who are not paying any taxes.""",6.0,0.0,52,1.0,mostly-false
"""Democrats are kind of falling over each other seeing who can raise taxes faster. It looks like they're going to raise taxes anywhere between 20 to 30 percent.""",5.0,0.0,46,1.0,half-true
"""Democrats are poised now to cause this largest tax increase in U.S. history.""",6.0,0.0,53,1.0,pants-fire
"""Do you know that New York State pays out way more than they ever get back?""",6.0,0.0,50,1.0,true
"""Do you know those former Soviet Bloc countries have all moved to flat taxes?""",5.617021276595745,0.491368607293056,47,1.0,half-true
"""Donna Campbell has called for ending all federal funding for education""",6.0,0.0,54,1.0,mostly-true
"""Due to ... tax cuts and lower (property) values, 2009 property taxes were almost $3 billion below 2007 property taxes.""",5.0212765957446805,0.1458649914978945,47,1.0,true
"""During my tenure as governor, Wisconsin’s overall tax burden went DOWN.""",6.0,0.0,46,1.0,mostly-true
"""During the Bush administration, liberal groups were targeted"" by the IRS, similar to recent targeting.",5.0,0.0,46,1.0,mostly-false
"""During the Strickland-Cordray era, taxes were raised by $800 million and Ohio lost 400,000 jobs.""",6.0,0.0,43,1.0,mostly-false
"""Each [Corbett administration] budget finished in the black.""",5.384615384615385,0.49125075078907476,52,1.0,half-true
"""Eighty percent of the American people support an approach (to federal budget problems) that includes revenues and includes cuts.""",5.0,0.0,44,1.0,mostly-true
"""Eleven individuals who make over $30 million each got $22 million credit"" from Wisconsin's manufacturing and agriculture tax credit.",5.983333333333333,0.1290994448735805,60,1.0,mostly-true
"""Estimates say individuals who escaped these high tax states have taken with them around $2 trillion in adjusted gross income.""",6.0,0.0,44,1.0,mostly-false
"""Even Richard Nixon released his tax returns to the public when he was running for president ...""",5.903846153846154,0.29767829619260583,52,1.0,mostly-false
"""Even the CBO numbers show now that the entire $1.5 trillion tax cut is virtually paid for by higher revenues and better nominal GDP.""",6.0,0.0,48,1.0,false
"""Even with a permanent income tax increase... the budget is more than $1 billion out of balance…""",6.0,0.0,54,1.0,mostly-true
"""Every Republican nominee since Richard Nixon, who at one time was under an audit, has released their tax returns.""",5.0,0.0,46,1.0,mostly-true
"""Every city that has a commuter tax — look at Detroit, Philadelphia — they are actually stagnating in terms of their economy. It’s been a job-killer.""",5.744186046511628,0.44148144844882675,43,1.0,mostly-false
"""Every day in the United States, we are losing 15 factories.""",6.0,0.0,49,1.0,true
"""Every dropout costs us $72,000 for the life of that person.""",5.0,0.0,49,1.0,half-true
"""Every state that has put in a graduated income tax, the middle class always pays more.""",6.0,0.0,49,1.0,false
"""Every taxpayer, their taxes are going down, except rich people in Manhattan and San Francisco. Some of them, their taxes may go up.""",5.617021276595745,0.491368607293056,47,1.0,half-true
"""Every time we've cut taxes, revenues have gone up, the economy has grown.""",6.0,0.0,56,1.0,false
"""Every time we've cut the capital gains tax, the economy has grown. Whenever we raise the capital gains tax, it's been damaged.""",6.0,0.0,44,1.0,false
"""Every worker pays 15.3 percent payroll tax.""",6.0,0.0,54,1.0,mostly-false
"""Every year we spend roughly $500 billion on tax compliance. That is roughly the budget of our entire military, entirely wasted on tax compliance.""",5.219512195121951,0.4190581774617469,41,1.0,false
"""Fifty percent of Speaker Gingrich’s tax plan goes to the top 1 percent.""",6.0,0.0,48,1.0,mostly-true
"""Fifty-one percent -- that is, a majority of American households -- paid no income tax in 2009. Zero. Zip. Nada.""",6.0,0.0,50,1.0,true
"""Fifty-two counties have average taxes of above the SALT $10,000 cap.""",6.0,0.0,51,1.0,mostly-false
"""Five percent of Americans pay over half the income taxes in this country. Forty percent of Americans pay no income taxes at all.""",5.037037037037037,0.1906258770929863,54,1.0,true
"""Florida is now the only state in the nation to tax commercial leases.""",6.0,0.0,43,1.0,true
"""Florida sends $135 billion and D.C. returns $150 billion.""",6.0,0.0,56,1.0,mostly-true
"""For Social Security, which is projected to remain solvent through 2033, Whitehouse has cosponsored [a bill that] . . . would extend the life of the program by an additional 75 years.""",5.741935483870968,0.44114173295701625,62,1.0,mostly-true
"""For decades before I was elected, governors tried and failed to get Minnesota out of the top 10 highest-taxed states in the country. I actually did it.""",6.0,0.0,53,1.0,half-true
"""For decades, Madigan kept property taxes high and made a fortune helping cronies like Pritzker dodge them.""",5.03921568627451,0.1960392117639214,51,1.0,mostly-false
"""For decades, the state’s gas tax has been among the highest in the nation.""",5.037735849056604,0.1923802475610973,53,1.0,true
"""For the last 10 years, our economy has grown at less than 2 percent on average every single year for 10 years. We have not had a decade like that in a century in America.""",5.0,0.0,50,1.0,half-true
"""For years, they have not been able to get tax cuts -- many, many years, since Reagan.""",5.0,0.0,49,0.0,pants-fire
"""Forty-seven percent of Americans pay no income tax.""",6.0,0.0,51,1.0,true
"""Forty-six cents of every dollar"" Ohio could get for Medicaid expansion ""is going to come from China or some other country that doesn’t like us very much.""",6.0,0.0,46,1.0,false
"""Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jersey’s best teachers, and the most education funding ever.""",5.0,0.0,45,1.0,mostly-true
"""Foxconn tax break could exceed $1 million per job.""",5.14,0.3505098327538656,50,1.0,half-true
"""From 1980 to 1990, the top 1 percent saw their income go up by roughly 80 percent"" while ""the median wage in the country over (the same) 10 years went up 3 percent.""",2.962962962962963,0.19062587709298626,54,1.0,mostly-true
"""From 2013-2015, the richest 14 Americans increased their net wealth by more than $157 billion, yet the Republican budget would not require these Americans to contribute one penny to deficit reduction.""",4.230769230769231,0.4268327949183542,39,1.0,half-true
"""From a standpoint of the county government, neither school system has received an increase in funding over the past six years.""",5.311111111111111,0.468179366473918,45,1.0,true
"""From the ‘Do As I Say Not As I Do’ department: federal employees owe $3.3 billion in back taxes.""",5.0,0.0,55,1.0,mostly-true
"""Fully half the people — our research is showing half the people — in (California) want to leave.""",5.181818181818182,0.38924947208076155,55,1.0,half-true
"""GDP is booming. Let’s spread the prosperity to the middle class with big #TaxCuts. Our #TaxReform package doubles standard deduction, brings $$$ back home, and reduces rates for ALL taxpayers. We will #MAGA.""",5.0,0.0,49,1.0,mostly-false
"""George LeMieux voted against the majority of Republicans and joined with Democrats to create a 'Task Force For Responsible Fiscal Action' that looks strikingly similar to the 'Super Committee' now being set up in Washington to justify massive tax hikes.""",5.016393442622951,0.1280368799328959,61,1.0,half-true
"""Glenn Hegar promised to eliminate the property tax.""",6.0,0.0,56,1.0,false
"""Gov. (Scott) Walker has yet to create a job, he gives away millions to his friends, and he raises taxes on working people.""",6.0,0.0,45,1.0,mostly-false
"""Gov. Kasich and the Republican-dominated legislature have foregone the popular option of closing tax loopholes that amount to $7 billion annually in this state.""",5.0,0.0,47,1.0,mostly-true
"""Gov. Kay Ivey gave nearly $1 million of taxpayers’ money to a liberal activist organization that promotes alternative lifestyles and transgenderism.""",6.0,0.0,54,1.0,mostly-false
"""Gov. Romney's plan would cut taxes for the folks at the very top.""",5.0,0.0,50,1.0,mostly-true
"""Gov. Scott Walker and the Republican-controlled state legislature have added over $140 million in new special interest spending""",5.018867924528302,0.13736056394868892,53,0.018867924528301886,pants-fire
"""Governor Christie, his idea of jumpstarting the economy is to propose a trickle-down income tax cut last year and in his budget address this year, he stated his support for it again.""",4.851063829787234,0.3598745798587226,47,1.0,mostly-false
"""Governor Evers' budget would increase property taxes by the largest amount in a decade""",6.0,0.0,48,1.0,half-true
"""Governor Scott Cut Taxes 40 Times For Florida Families""",6.0,0.0,50,1.0,half-true
"""Grateful insurance company executives and their lobbyists"" from Bermuda gave McCain $50,000.",6.0,0.0,53,1.0,true
"""HR 1 is going to take your hard-earned tax dollars and millions more and send them to (a political candidate’s) campaign so (they) can put ads on TV.""",6.0,0.0,54,1.0,mostly-false
"""He voted twice for a budget resolution that increases the taxes on individuals making $42,000 a year.""",6.0,0.0,50,1.0,half-true
"""Health care mandate will require imprisonment and fines for Americans who can’t afford to purchase insurance or pay hefty government penalties.""",6.0,0.0,53,1.0,mostly-false
"""Hedge fund managers and others in private equity pay much lower (tax) rates on their income than do truck drivers and teachers and nurses.""",5.0,0.0,54,1.0,false
"""Hidden in the CARES Act was an obscure $135 billion tax break for 43,000 millionaires.""",6.0,0.0,44,1.0,mostly-true
"""Hillary Clinton says she wants to, ‘raise taxes on the middle class.’ """,5.958333333333333,0.20194093652345882,48,1.0,pants-fire
"""Hillary Clinton wants to shut down family farms"" using ""radical regulation,"" by raising business tax ""rates as high as nearly 50 percent"" and by taxing ""family farms again at death by as much as 45 percent.""",5.0,0.0,59,1.0,false
"""Hillary [Clinton] wants to raise taxes by over a trillion dollars.""",6.0,0.0,52,1.0,half-true
"""His new running mate, Congressman Ryan, put forward a plan that would let Governor Romney pay less than 1 percent in taxes each year.""",6.0,0.0,43,1.0,mostly-true
"""Holly Turner... still takes her homestead (property tax) exemption in Fort Worth.""",6.0,0.0,53,1.0,mostly-false
"""Houston suffered $1.7 billion in operating losses under Mayor Bill White.""",6.0,0.0,53,1.0,half-true
"""I am the only candidate who ran in either primary who said, ‘I will not raise taxes on the middle class.’""",6.0,0.0,53,1.0,pants-fire
"""I am the only candidate who ran in either the Democratic or the Republican primary who said from the very beginning (that) I will not raise taxes on the middle class.""",6.0,0.0,52,1.0,pants-fire
"""I am the only one onstage who has never voted to raise your taxes. These two, each, a billion dollars worth of votes to raise your taxes.""",6.0,0.0,45,1.0,half-true
"""I believe in tax cuts. I believe in being a supply-sider. I cut the income tax I think it was 24 percent. We got 42 percent more revenues.""",6.0,0.0,52,1.0,mostly-true
"""I created a flat tax in the state of Utah. It took that state to the number-one position in terms of job creation.""",6.0,0.0,57,1.0,half-true
"""I cut spending while serving in the state Legislature""",5.020408163265306,0.1428571428571428,49,1.0,mostly-true
"""I cut taxes 23 times when I was mayor of New York City.""",6.0,0.0,52,1.0,half-true
"""I delivered a flat tax for my state. I took my state to No. 1 in job creation. With all due respect to what Rick Perry has said about Texas, we did a little bit better.""",5.0,0.0,48,1.0,half-true
"""I didn't endorse"" the federal stimulus bill.",6.0,0.0,58,1.0,pants-fire
"""I didn't raise taxes once.""",6.0,0.0,50,1.0,false
"""I don't think the argument can be credibly made that the United States of America is undertaxed compared to our competitors.""",5.7407407407407405,0.44234304049988865,54,1.0,false
"""I have cut taxes 63 times, including a 2006 property tax reduction that ranks as the largest in state history.""",5.672727272727273,0.4735424207422438,55,1.0,mostly-false
"""I have fought for our shared values without being an ideologue or a partisan""",5.968253968253968,0.1767314317713023,63,1.0,mostly-false
"""I have had to fill out FEC reports for the past six years now, and they’re much more detailed than a tax return...""",5.0,0.0,52,1.0,false
"""I have never once raised the county tax levy -- not for seven straight years.""",6.0,0.0,52,1.0,true
"""I have never voted for a tax increase.""",6.0,0.0,40,1.0,false
"""I haven't raised taxes in the time I've been the governor of New Jersey.""",6.0,0.0,53,1.0,half-true
"""I lowered taxes over the last two years.""",6.0,0.0,44,1.0,mostly-true
"""I never supported"" a state income tax for Texas.",6.0,0.0,54,1.0,pants-fire
"""I released the most extensive financial review of anybody in the history of politics. … You don't learn much in a tax return.""",6.0,0.0,49,1.0,false
"""I released way more (tax) information than Bruce Rauner has.""",5.0,0.0,48,1.0,false
"""I said no to higher taxes and fees.""",6.0,0.0,54,1.0,mostly-false
"""I signed the largest single tax cut in the history of Florida, a $25 billion tax cut over five years, directed at property tax cuts.""",5.016949152542373,0.13018891098082377,59,1.0,false
"""I think with the exception of the last year or maybe the last two years, we were at 100 percent"" when it came to contributing to the Providence pension fund.",6.0,0.0,53,1.0,mostly-true
"""I used tax cuts to help create over 80,000 jobs in New Mexico.""",6.0,0.0,53,1.0,mostly-true
"""I was speaking out on pension reform almost 17 years ago.""",5.0,0.0,50,1.0,mostly-true
"""I will keep taxes low and cut them where I can. My opponent will raise them.""",5.695652173913044,0.4652151338606117,46,1.0,half-true
"""I'm the only candidate on this stage who has actually cut taxes.""",6.0,0.0,59,1.0,false
"""I've cut taxes for ... middle-class families, small businesses.""",5.0,0.0,49,1.0,mostly-true
"""I've never supported a payroll tax.""",6.0,0.0,60,1.0,false
"""I've traveled the country advocating for the FairTax ...""",4.931034482758621,0.25560859370538297,58,1.0,mostly-false
"""If Congress does not pass the renewal of the payroll tax cut before the end of the year, nearly 160 million working families will see their taxes go up by roughly $1,000.""",5.0,0.0,45,1.0,half-true
"""If Gov. Romney's plan goes into effect … the average senior would have to pay $460 a year more in tax for their Social Security.""",6.0,0.0,52,1.0,mostly-false
"""If all of the [Bush-era] tax cuts expire on schedule, the budget will be close to being balanced in four years.""",6.0,0.0,50,1.0,false
"""If the House of Representatives fails to extend the middle-class tax cuts, 400,000 middle-class Rhode Island families will see their federal income taxes increase.""",4.9375,0.2446230273950408,48,0.9375,false
"""If we don't spend money on a pier, then that money does wipe into the general funds of the city or the county, and if you send it to the county, you never see it again.""",5.036363636363636,0.18891859540615824,55,1.0,half-true
"""If we use (Tax Increment Financing) funding, that's going to take funds from the general fund for Pinellas County, as it will take funds from the general fund for the city of St. Pete.""",5.0,0.0,44,1.0,false
"""If you don't pay income taxes ... you'll have more money"" under the Republican tax plan.",6.0,0.0,53,1.0,false
"""If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.""",6.0,0.0,54,1.0,mostly-true
"""If you have an investment for your child's education or own a mutual fund or a stock in a retirement plan, (Obama) is going to raise your taxes.""",6.0,0.0,49,1.0,false
"""If you look at our tax mix, the share of corporate revenues as a percentage of our overall revenue mix has declined by about half over the last 30 years.""",4.977777777777778,0.1490711984999859,45,1.0,half-true
"""If you make more than $250,000 a year … you only really take home about $125,000.""",5.958333333333333,0.20194093652345893,48,1.0,false
"""If you make the average amount of people in Wisconsin, $50,000, you got $1.60 less a week in taxes"" under the state income-tax cut, but ""it didn’t show up in your paycheck.""",5.0,0.0,55,1.0,mostly-true
"""If you sell your house after 2012 you will pay a 3.8 percent sales tax on it.""",6.0,0.0,50,1.0,pants-fire
"""If you want to talk firsts for Bush, this was the first time in American history that a president took us into a war and cut taxes.""",5.0,0.0,54,1.0,mostly-true
"""If you're a … wealthy CEO or a … hedge fund manager in America right now, your taxes are … lower than they've been since the 1950s.""",5.0,0.0,47,1.0,mostly-true
"""If you're earning under $100,000 a year and you commute to New York every day you pay more to the Port Authority in tolls than you pay to the state of New Jersey in income tax.""",5.0,0.0,50,1.0,true
"""Illegal aliens cost the state of Rhode Island $400 million a year.""",6.0,0.0,45,1.0,pants-fire
"""Illegal tobacco sales, price driven too high, has been connected to at least several cases of funding terrorism against us in multi-year investigations over the last decade and a half.""",6.0,0.0,47,1.0,mostly-true
"""In 1950, corporations paid $3 in taxes for every $1 by a worker. Today, they pay 22 cents for every $1 by a worker.""",6.0,0.0,54,1.0,mostly-false
"""In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent.""",5.0,0.0,50,1.0,mostly-true
"""In 1986, President Ronald Reagan"" cut the business tax rate to 34 percent and ""it worked -- our economy boomed, the middle class thrived and median family income increased.""",6.0,0.0,50,1.0,mostly-false
"""In 2009, Jim Doyle and the Democrats rushed through a budget repair bill with billions in tax increases and held no public hearings.""",5.0,0.0,55,1.0,mostly-false
"""In 67 different ways, Governor McCrory has raised taxes on middle income families.""",6.0,0.0,42,1.0,half-true
"""In America, there is a father who is holding down two jobs and paying more taxes than the richest 400 families in America.""",6.0,0.0,48,1.0,mostly-false
"""In Florida, for eight years we cut taxes every year, totaling $19 billion.""",5.0,0.0,55,1.0,half-true
"""In Rhode Island, a recent study showed that among a group of people who had been homeless for a year or more, Medicaid costs averaged about $60,000 per person.""",5.884615384615385,0.3226025390322359,52,1.0,false
"""In Springfield, Susana Mendoza voted to hit working families with a massive new soda tax.""",5.2075471698113205,0.40943162132389443,53,1.0,mostly-false
"""In almost every state with an income tax, wealthy people pay a higher tax rate than the middle class.""",5.0,0.0,50,1.0,mostly-false
"""In campaigns in the past with Sen. McCain and President George W. Bush and others, they have tended to release tax records in April.""",5.0,0.0,41,1.0,half-true
"""In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.""",6.0,0.0,59,1.0,true
"""In fiscal year 2011-2012, 4,191 abortions were paid for by taxpayers via the Oregon Health Plan.""",5.0,0.0,50,1.0,true
"""In his very first budget, (Milwaukee) Mayor Tom Barrett broke his pledge to keep a lid on property taxes and has continued increasing taxes and fees ever since.""",6.0,0.0,58,1.0,mostly-false
"""In just 17 years, spending for Social Security, federal health care and interest on the debt will exceed ALL tax revenue!""",6.0,0.0,48,1.0,mostly-true
"""In my years in the State Legislature, I have never voted for a tax increase.""",6.0,0.0,48,1.0,false
"""In terms of the wealthiest Americans, we're at the lowest tax rate since the 1950s.""",6.0,0.0,51,1.0,mostly-true
"""In the '80s, Democrats promised spending cuts, but delivered only tax hikes.""",6.0,0.0,58,1.0,false
"""In the late 1980s, the U.S. was nearly the lowest-taxed nation in the world, and a quarter century later we're nearly the highest.""",6.0,0.0,57,1.0,mostly-false
"""In the month since Republicans took the House majority,"" they are trying to ""impose a 30% tax on everything.""",5.0,0.0,53,1.0,mostly-false
"""In the state of Indiana, I’ve signed more than $3.5 billion in tax relief.""",5.84,0.3703280399090205,50,1.0,half-true
"""Income taxes are voluntary.""",5.288461538461538,0.45746695847847585,52,1.0,pants-fire
