statement,true_verdict,predicted_verdict,prediction_set,set_size,is_covered,trial
"The number of illegal immigrants in the United States is ""30 million, it could be 34 million.""",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
Sen. Mark Kelly voted “for benefits to illegals.”,false,false,"['mostly-false', 'false']",2,True,1
"""The American people will not support doing anything about people that are in this country illegally until the law is enforced first.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
“Most Americans favor keeping Title 42 in place.”,half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"Obama ""voted for and even sponsored amendments that were intended to kill the (immigration overhaul) legislation.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"“Here in Nevada, the DMV registers everybody (to vote) and so that means illegals. They don’t check.”",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"U.S. Sen. Jon Tester “voted to give taxpayer-funded health care to illegal immigrants.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"Department of Homeland Security Secretary Alejandro Mayorkas' border policy is ""personally responsible"" for fentanyl crossing the border",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"The 2013 immigration bill ""expanded President Obama’s ability to bring Syrian refugees to this country without mandating any meaningful background checks.""",false,false,"['mostly-false', 'false']",2,True,1
"""Some of the safest communities in the United States are along the border.""",mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"""Agriculture has always required a significant workforce from abroad.""",mostly-false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"""I deployed the Texas National Guard"" to the Texas-Mexico border. ""And the policy worked; apprehensions at the border declined 74 percent.""",mostly-false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"Says Donald Trump ""used undocumented labor to build the Trump Tower.""",true,false,"['mostly-false', 'false']",2,False,1
A woman was “sex trafficked by the cartels starting at the age of 12 … We wouldn't be OK with this happening in a Third World country. This is the United States of America.”,false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
Says Mary Landrieu voted to fund benefits for illegal immigrants ahead of veterans.,pants-fire,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"""Beginning in the early 1990s, we built barriers in 4 sectors at our southern border. Since each was built, those sectors have seen massive drops in apprehensions of people crossing the border illegally,"" including 90 percent to 95 percent decreases in the Tucson, Yuma, San Diego and El Paso sectors. ​",mostly-false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"""Senate Bill 1070, simply, just mirrors federal law.""",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"Says U.S. Rep. Kyrsten Sinema ""voted to cut ICE.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"""The Congressional Budget Office, a nonpartisan office, did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by $200 billion over the next decade.""",true,true,['true'],1,True,1
"Sen. Joe Manchin ""stands with Hillary Clinton and D.C. Dems on gun control, higher taxes, amnesty, and Planned Parenthood.""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"The 2016 federal omnibus spending bill ""funds illegal immigrants coming in and through your border, right through Phoenix.""",pants-fire,false,['false'],1,False,1
Says guns are required to be registered.,mostly-false,false,"['mostly-false', 'false']",2,True,1
"Says Section 1325 of U.S. immigration law was ""put into place in 1929, by a segregationist.""",mostly-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,1
"""Right now we're focused on Minneapolis because that's where we have the highest concentration of people who have violated our immigration laws.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"Says that in Illinois, ""fewer than 20% of those actually deported have been charged with any serious crime.""",mostly-true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"""President Barack Obama has deported more people in his first year in office than George W. Bush in his last year in office.""",mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"""Nearly 200,000 Florida voters may not be citizens.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""[If] you apply for a job, the chances are 1 in 7 that you are going to be denied that job unfairly if everybody is forced to use E-Verify.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"""Prayer rugs have recently been found on the Texas side of the border in the brush.""",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""Over half of the foreign-born population in Rhode Island is white.""",half-true,false,"['half-true', 'mostly-false', 'false']",3,True,1
"President Obama said ""22 times"" he could not authorize immigration reform by executive order.",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"Immigrants ""have captured all of the nearly 9 million jobs created since 2000.""",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""Every student paying out-of-state tuition actually covers more than the cost of instruction.""",true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
Six million or 7 million people have “come illegally under Biden.”,mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""Since 2001, 63,000 of us were murdered by illegal aliens.""  ​",false,false,"['false', 'pants-fire']",2,True,1
"“Three busses just loaded up with illegal invaders at Detroit Metro"" airport.",pants-fire,false,"['false', 'pants-fire']",2,True,1
"Says Hillary Clinton ""wants sanctuary cities.""",mostly-true,false,"['half-true', 'mostly-false', 'false']",3,False,1
"""Obama secretly gave citizenship to 2,500 Iranians as part of nuke deal.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"Refugee ""vetting was very haphazard,"" under the Obama Administration. ""In many cases, we simply accepted the word of applicants.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"""In Springfield (Ohio), they're eating the dogs, the people that came in, they're eating the cats. They're eating, they're eating the pets of the people that live there.”",pants-fire,false,"['false', 'pants-fire']",2,True,1
"Under the new Arizona immigration law, police can't stop someone to check their immigration status unless they think they see something illegal.",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"“A place like California, they give (immigrants in the country illegally) benefits. They give unemployment checks.”",half-true,false,"['mostly-false', 'false']",2,False,1
"""What the Arizona law does is make a state crime out of something that already is... a federal crime.""",mostly-true,true,"['true', 'mostly-true', 'half-true', 'false']",4,True,1
"""Right here (in West Virginia), they are building new houses … so that 321 Syrian Muslims can move down into this neighborhood in two months. … (A funeral home) is to be torn down in two months, and a mosque is going to built there.""",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"The migrant caravan from Tapachula, Mexico “is the population of Minneapolis.”",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"“There was a bill to basically create a ban to make sure we never become a sanctuary state, that no locality passes those regulations, and (former Manchester Mayor Joyce Craig) opposed that bill.”",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
“Biden has implemented a formal policy that illegal aliens who intrude into the United States are granted immunity from deportation.”,false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"“You may not have stayed in a hotel in the past year, but illegals arriving since Biden’s inauguration, they get to stay free of charge.”",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
Says 11 soccer players on the U.S. Men’s National Team are immigrants.,false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"“Pelosi’s new coronavirus bill allows illegals to receive billions in relief funds in past, current, and future payments.”",mostly-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,False,1
"""Illegal immigrants currently occupy 8 million jobs.""",mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"""Gov. Romney was very clear, he would veto the DREAM Act.""",true,false,"['half-true', 'mostly-false', 'false']",3,False,1
"Orange County ""released"" a sex offender instead of turning him over to immigration authorities - ""like a sanctuary city.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"Germany ""is crime-riddled right now"" because of migration to Europe.",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"Says an 11-year-old girl shot and killed two armed ""illegal aliens"" after they broke into her home in Montana.",pants-fire,false,"['false', 'pants-fire']",2,True,1
"Says Democrats ""want to give (undocumented immigrants) cars.""",pants-fire,false,"['false', 'pants-fire']",2,True,1
"""The border security plan of Sens. McCain and Kyl called for 3,000 additional troops to keep us safe. President Obama says he'll send 524.""",half-true,half-true,"['mostly-true', 'half-true', 'false']",3,True,1
"A post comparing two construction workers — “Joe legal” and “Jose illegal” — says “Jose” pays no taxes yet gets free medical care, food stamps, welfare, and 'head of the class' priority for his children in applying for college.",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""Chicago now has City ID Cards which allow illegal immigrants to vote in local, state & federal elections.""",false,false,['false'],1,True,1
Migrants who enter the U.S. illegally get U.S. passports immediately after leaving a border processing center.,false,false,"['false', 'pants-fire']",2,True,1
"""Undocumented immigrants paid more taxes last year than Amazon, GM, IBM & Netflix combined.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"Says Jacky Rosen ""skipped work ... at the expense of veterans"" to ""attend a publicity stunt.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
The U.S. State Department has started a special immigrants visa “evacuation operation.”,false,false,"['false', 'pants-fire']",2,True,1
"""Just on the issue of immigration alone, it is next to impossible to find a policy difference between (Donald) Trump and Congressman (Joe) Heck.""",false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"Says Michelle Nunn is ""for amnesty.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
“Nikki Haley argues in support of bringing Gaza refugees to America.”,false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""The president said he’s going to bring in 250,000 (Syrian and Iraqi) refugees into this country.""",pants-fire,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"""My grandparents were proud immigrants to the United States of America, here to Illinois in the late 1800s. My grandparents did not speak English when they were young.""",pants-fire,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"“Joe Biden grants voting rights to 500,000 invaders.”",false,false,"['false', 'pants-fire']",2,True,1
"Says HHS Secretary Alex Azar called family separations at the border and detention of children in cages ""one of the great acts of American generosity and charity"" and ""is now in charge.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"Says he has ""yet to get a response"" from Barack Obama to his August 2010 letter making border security requests.",pants-fire,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,False,1
"The federal government is ""making the decision, whether we like it or not, to send 425 refugees to our state"" from Syria.",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"""'Caravan' Migrant Army Paint Swastika on American Flag, Burn It in the Street.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
The Biden administration stole $1 billion “from FEMA to use it for illegal migrants. … And FEMA is now busted. They don’t have any money.”,pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"The DREAM Act ""was written by members of both parties. When it came up for a vote a year and a half ago, Republicans in Congress blocked it. The bill hadn’t changed. ... The only thing that had changed was politics.""",mostly-true,true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"""In the Senate, (Mike) DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security. And in Ohio, DeWine allowed illegal immigrants to receive driver's licenses.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"Says the 1956 Republican Party platform supported equal pay, the minimum wage, asylum for refugees, protections for unions and more.",mostly-true,true,"['true', 'false']",2,False,1
"Chicago city officials ""have adopted an official policy of protecting criminal aliens who prey on their own residents.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"Joe Biden ""has been secretly flying illegal immigrants into communities across the country in the middle of the night.""",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"Says ""tens of thousands of children"" were rushed across the southwest border ""because they fear the wall.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
Says Democratic Senate candidate Mandela Barnes “supports abolishing ICE.”,mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
Nikki Haley “opposed Trump’s border wall” and “Trump’s travel ban.”,false,false,"['mostly-false', 'false']",2,True,1
Only immigrants in the country illegally are eligible for an interest-free California housing loan program.,false,false,"['mostly-false', 'false']",2,True,1
"Says a bill he vetoed to give driver licenses to certain immigrants known as Dreamers would have changed ""nothing.""",half-true,false,"['half-true', 'mostly-false', 'false']",3,True,1
"""If you're from Syria and you're a Christian, you cannot come into this country"" as a refugee.",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"Says the Constitution ""specifically states the Congress shall write legislation for immigration policy,"" so Barack Obama lacks the authority to defer the deportation of young illegal immigrants.",half-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"“Just last year,” Miami-Dade Public Schools “had over 14,000 new children, 10,000 of which came from four countries of Cuba, Nicaragua, Venezuela and Haiti.”",true,true,"['true', 'false']",2,True,1
"Under the SAVE Act, “as long as you have a Real ID … it should be easy for you to register to vote.”",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"Said Adolf Hitler and Donald Trump have both described deportations as ""a military operation.""",mostly-false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
“Planes full of unvetted ‘refugees’ are being accepted at the Milw. & Madison airports!”,pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""Republicans just voted in the House Judiciary Committee to allow Trump to DEPORT U.S. citizens to a foreign country.""",mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"Says ""precisely zero terrorists, terrorist groups or terror plots have ever been connected with the U.S.-Mexico border to do harm to people within the United States.""",false,true,"['true', 'false']",2,True,1
"""Sanctuary cities such as Philadelphia refuse to cooperate with the federal government in locating suspected terrorists who are in their custody and are in the country illegally.""",half-true,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"""Tom Leppert pledged to make Dallas a sanctuary city for illegal immigrants.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"""Up until two weeks ago, John McCain was a leading proponent of amnesty. Now with me challenging him, suddenly he has changed.""",pants-fire,false,"['true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"Says ""Bob Casey voted in favor of deadly sanctuary cities that released thousands upon thousands of illegal alien criminals and vicious gang members to prey on Pennsylvania streets, to prey all over this country.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"Says of immigrant family separations at the border, ""we had the exact same policy as the Obama administration.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
There is “zero impact” from Alligator Alcatraz on the Florida Everglades.,false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"A judge's order means there's a ""Constitution exemption zone"" if you live ""within 100 miles of the United States border.""",false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"While in Congress, Nathan Deal was a leader when it came to protecting our borders.",mostly-true,mostly-true,"['true', 'mostly-true', 'half-true', 'false']",4,True,1
"Every illegal immigrant ""can be eligible for up to $36,000 to $38,000 in earned income tax credits without paying a dime in.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""The spillover violence (from Mexico) in Texas is real and it is escalating.""",mostly-false,mostly-false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"""The Obama-Biden Administration did not conduct workplace raids—in fact, it ended them.""",half-true,half-true,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false']",5,True,1
"Says Rep. Kyrsten Sinema supported a bill that is ""essentially encouraging child trafficking.""",false,false,"['mostly-false', 'false']",2,True,1
"""If you're from Guatemala and you are found illegally in Mexico, you are automatically jailed.""",false,false,['false'],1,True,1
"""No one mentions that illegals are free to leave detention centers anytime to go back to Mexico. They aren't our prisoners.""",mostly-false,false,"['mostly-false', 'false']",2,True,1
"""NAFTA allows a lot of trucks from Mexico, for example, to leave there and ... drive straight through without even being inspected.""",mostly-false,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"""The chances of being killed by a refugee committing a terrorist act is 1 in 3.6 billion.""",mostly-true,false,"['true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,False,1
The Obama administration increased the deportation of illegal immigrants convicted of crimes by 70 percent.,true,true,['true'],1,True,1
"""The 2017/2018 budgets gave (President Donald) Trump billions for border upgrades. He’s spent ALMOST NONE of it. 6%.""",mostly-false,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
“We see an uncompleted wall that was duly appropriated dollars during the Trump days to build over 700 miles. Only 150 miles were constructed.”,false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"""Sheriffs Call For Obama’s Lynching While Leader Meets With GOP Senators""",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""Biden changes his mind and now wants to resume building Trump’s wall.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"Says there are ""2,000 inadmissible migrants arriving every day""",half-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"Says that in New Mexico, ""illegals are issued emergency welfare EBT cards with $1k a month +$200 for each child, for at least 5+ years until they see a judge.""",false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"Says South Carolina Gov. Nikki Haley ""is an immigrant.""",pants-fire,false,['false'],1,False,1
"""In Biden's America, 7 million people illegally crossed the border and are given a free cellphone and airline tickets.""",mostly-false,false,"['mostly-false', 'false']",2,True,1
The U.S. Census included a citizenship question “for over 150 years” before the Obama administration.,false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"Says Rick Perry ""provided in-state tuition... for illegal immigrants.""",true,true,"['true', 'false']",2,True,1
"""When Chuck Schumer and Marco Rubio tried to push amnesty, it was Ted Cruz who stopped them.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"Says U.S. Immigration and Customs Enforcement “will be at every polling station” on Nov. 3, 2020.",false,false,['false'],1,True,1
Says the Obama administration never responded to his 2012 letter flagging the uptick in unaccompanied children crossing the U.S.-Mexico border.,mostly-true,false,"['mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",5,True,1
"In 2005 or 2006 U.S. Sen. Chuck Schumer ""voted for the wall.""",half-true,false,"['half-true', 'mostly-false', 'false']",3,True,1
"""President Trump has announced a plan to prosecute the Biden administration for the 325,000 kids that went ‘missing’ into human trafficking & sex slavery during their open border policies.”",false,false,"['false', 'pants-fire']",2,True,1
"“Kids at the border: 2,600 highest number Trump, 12,000 currently under Biden.”",half-true,false,"['mostly-false', 'false', 'pants-fire']",3,False,1
"Among Hispanics, support for immigration reform is close to universal.",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"""Sixty percent of the Hispanics"" support the Arizona immigration law",pants-fire,false,"['false', 'pants-fire']",2,True,1
“We spent billions on a border wall and quit when it was 90% finished.”,mostly-false,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
"""Currently, it takes up to 25 years to obtain U.S. citizenship legally"" but the Senate bill ""would allow immigrants who came to the United States illegally to obtain citizenship in just 13 years.""",half-true,half-true,"['mostly-true', 'half-true', 'mostly-false', 'false']",4,True,1
"Wealthy foreigners can obtain visas through a special program, but only a small number ""invest in true high-unemployment areas. Almost every other EB-5 project uses gerrymandering to qualify as distressed.""",mostly-true,false,"['true', 'mostly-true', 'half-true', 'mostly-false', 'false', 'pants-fire']",6,True,1
"Says Dan McCready ""believes in open borders and sanctuary cities.""",mostly-false,false,"['half-true', 'mostly-false', 'false', 'pants-fire']",4,True,1
"Candidate for governor Roy Barnes has been ""fighting hard"" to let illegal immigrants vote.",pants-fire,false,"['mostly-false', 'false', 'pants-fire']",3,True,1
